"AUC","Time_Onset","Frequency","baseline1","Number_of_Peaks"
7549168.88488755,10.05624962,0.00386713639383957,16169.2767354328,14
7556117.41544564,170.9562435,0.00359091236570817,20796.9215745979,13
6979768.82880081,0,0.00359091236570817,19408.4346422955,13
6194820.32803786,0,0.00414336042197096,19710.3427301361,15
7633872.37658221,0,0.00386713639383957,25294.9935087671,14
10046391.1112243,0,0.00248601625318258,22121.2138382276,9
10443373.39124,10.05624962,0.00441958445010236,25631.2809359775,16
17581.0562766194,221.2374916,0.000276224028131398,5885.36478883853,1
821089.211529791,231.2937412,0.00248601625318258,21259.3672082359,9
24212049.8146691,20.11249924,0.00359091236570817,13530.4781404389,13
6546442.21322838,0,0.00414336042197096,16485.5256553122,15
11916722.8142599,0,0.00414336042197096,18082.1885341066,15
7839723.0021677,0,0.00331468833757677,26160.3081647037,12
8400190.53601083,0,0.00303846430944537,13215.4724684515,11
1329345.75835592,311.7437382,0.00248601625318258,18862.7537222472,9
17008928.6953374,20.11249924,0.00414336042197096,16198.88270281,15
3574690.59086309,160.8999939,0.00331468833757677,20310.4746410976,12
15376257.5443693,0,0.00359091236570817,15093.3735006388,13
15238872.9389599,0,0.00331468833757677,18620.5989828115,12
13856979.0258503,241.3499908,0.00331468833757677,20629.9308277677,12
4064832.74289453,452.5312328,0.00386713639383957,21727.7691539534,14
39064.6984860003,703.9374733,0.000552448056262795,20824.9120494108,2
10230306.7076232,422.362484,0.00359091236570817,16043.4545014404,13
8779269.96773816,0,0.00359091236570817,14959.1216228599,13
6727549.78892677,10.05624962,0.00386713639383957,11883.4548554101,14
1032347.0391517,452.5312328,0.00331468833757677,24219.1414832131,12
4138129.36468439,170.9562435,0.00359091236570817,25329.2890255377,13
2922763.51576783,301.6874886,0.00359091236570817,20638.2232279186,13
9039716.12388039,0,0.00303846430944537,12150.8847434731,11
