"Amplitude","Peak_Occurence_Time","Prominence","FWHP","FWHM","Peak_Rise_Time","Transient_Ocurrence_Time","Rise_Rate"
54.4615196347841,1045.85,995.220911494205,62.1082107369122,28.4553347782594,160.9,884.95,116.198291933941
265.022519634786,1387.762,613.463704464433,54.8042640880294,84.2194378126042,160.9,1226.862,64.7926738668639
1892.65051963479,1820.181,1470.53203573786,261.335317105702,1083.93208569523,261.462,1558.719,96.7768811422702
1363.70651963479,2081.644,415.317213449503,283.533024341447,1628.63323941314,70.3939999999998,2011.25,82.9311452860211
1391.18551963479,2282.769,95.4027105091445,50.5926668889629,1611.81954784928,70.3939999999998,2212.375,22.7970581399959
1574.41551963479,2524.119,578.28949470897,208.686920306769,1120.92891963988,160.9,2363.219,72.4017235413885
1203.43051963479,3077.212,184.761070321707,152.832202067356,1841.8999333111,100.562,2976.65,28.4600409832992
2135.40105181242,70.394,2135.40063456853,113.03311903968,113.03311903968,70.394,0,431.013206511628
1981.79005181242,311.744,715.640872178865,128.15573291097,601.242108702901,120.675,191.069,80.1669013308483
1685.40005181242,472.644,76.0090859002012,75.1285741913971,609.672804268089,90.507,382.137,9.69457907027663
466.952051812419,864.837,449.249412625515,134.100762920974,136.519082694231,120.675,744.162,71.1970766250952
10230.4854476568,150.844,11261.313500977,65.6458606202067,62.9834081360454,70.394,80.45,2549.2039610306
2769.16344765676,2634.737,5337.00137687795,243.106835611871,305.656946315439,422.362,2212.375,213.043739636413
2334.44844765676,2916.312,1137.52031234903,199.391205735245,441.737295765255,100.562,2815.75,176.637235043946
3614.02444765676,3529.744,431.025926298618,81.8855631877295,282.880122707569,70.3940000000002,3459.35,83.5890845109598
3560.52943710161,140.787,4278.51550642382,63.8242304101367,58.0467492497499,70.393,70.394,852.81603099813
949.132567870638,170.956,1130.72546059511,70.3769839946649,61.4007079026342,60.337,110.619,221.233965884161
2649.7260020653,181.012,2649.7264783119,81.9428059353118,81.9428059353118,181.012,0,390.480938849581
9274.73088524466,512.869,9945.72468562336,69.2536658886296,66.4906522174059,80.45,432.419,2145.43653739854
729.927466836172,120.675,729.927479052098,173.347561853951,173.347561853951,120.675,0,135.065994539593
674.517466836172,341.912,344.386922927501,390.29587429143,423.958913637879,70.393,271.519,73.9812623034722
991.777466836171,543.037,484.987882447793,163.254664888296,392.576016672224,70.393,472.644,96.6863680970573
4015.60246683617,774.331,3740.31459342526,72.7106028676226,75.466927975992,70.393,703.938,815.455439887302
1189.75546683617,965.4,392.867445162232,60.2974894964988,262.65647549183,60.338,905.062,73.7096922848668
884.341466836173,1257.031,483.761523390291,91.3910406802268,150.30388462821,90.5059999999999,1166.525,69.3144155796872
1053.79246683617,1508.438,985.730740176597,93.2996752250751,97.4040036678894,100.563,1407.875,151.096577368329
843.157466836172,1649.225,412.922449264341,91.689476492164,330.89436312104,60.338,1588.887,83.28081862207
532.890466836172,1920.744,377.616957310627,95.7846228742915,117.536410803601,80.4499999999998,1840.294,67.94697060212
302.645662079434,90.506,302.645412625639,115.588200066689,115.588200066689,90.506,0,58.4995970342052
8792.33266207944,854.781,3466.48153696518,2303.16006502167,145.762925641881,70.394,784.387,616.019796489283
7740.74366207943,995.569,663.991718723697,93.9032020673557,318.259019673224,70.394,925.175,135.178856237618
9864.59866207943,1327.425,2492.19294381933,1582.07401267089,2730.86011270423,261.463,1065.962,159.493904681136
10125.5456620794,1548.662,1107.84810787138,1151.81740280093,2679.9693351117,130.731,1417.931,152.687045743173
10007.1096620794,1649.225,91.6004927904214,99.999178059353,2711.04319306435,60.338,1588.887,22.6272621957542
11105.8906620794,1960.969,303.828461366225,71.2890546848951,2604.16301267089,60.338,1900.631,57.2509233290193
10809.6076620794,2343.106,402.70355676602,88.3807609203068,2619.63108002668,130.731,2212.375,49.3436031301608
10521.0826620794,2504.006,317.297449067992,111.208904634879,2652.38154984995,90.5059999999999,2413.5,56.590812944698
8682.41666207943,2936.425,317.530262201624,103.691272757586,2231.32754118039,120.675,2815.75,38.9291235701703
