"AUC","Time_Onset","Frequency","baseline1","Number_of_Peaks"
16466148.7583689,130.6010313,0.00276499433033489,18907.1906747989,10
2983534.65319987,0,0.00193549603123442,18039.3841180146,7
745858.527355999,0,0.00138249716516744,12383.0927484393,5
181465.596192904,100.4623318,0.000276499433033489,15485.8629725103,1
2840604.04187015,853.9298201,0.00165899659820093,13717.3872780176,6
8912031.12981497,221.0171299,0.0024884948973014,21108.0500302998,9
447333.165248387,452.080493,0.000276499433033489,12965.2861807424,1
10199640.8455573,0,0.00331799319640186,15267.4092703073,12
525986.903705187,90.41609859,0.000552998866066977,9132.90420630682,2
138182.576114897,0,0.00138249716516744,9629.01949315896,5
169194.653950006,3254.979549,0.000276499433033489,14564.8728054832,1
29399590.3443364,190.8784304,0.00276499433033489,16911.1387999748,10
5683642.12123317,0,0.00331799319640186,14694.1453943048,12
6429625.33935075,0,0.00387099206246884,6944.57614006596,14
2622930.84802113,190.8784304,0.00193549603123442,12418.0620353462,7
2227711.39485046,361.6643944,0.00193549603123442,9717.1244528352,7
14025942.7711681,190.8784304,0.00442399092853582,14249.5048268103,16
12311011.0034059,50.23116589,0.00359449262943535,18437.9775656485,13
1176911.21741114,0,0.00110599773213395,13175.6742950883,4
2681448.2324879,70.32363224,0.00110599773213395,16714.3366717425,4
4286405.08073036,0,0.00276499433033489,9061.42361921602,10
1212291.09729806,0,0.00138249716516744,15935.7721268257,5
10882361.0061279,532.4503584,0.00304149376336837,12375.6358000755,11
2604180.01230123,130.6010313,0.0024884948973014,16148.1216889056,9
323801.710654952,0,0.000829498299100466,8723.72866419474,3
3025965.29098625,170.785964,0.00165899659820093,9459.69351402547,6
41353.6545369178,0,0.000276499433033489,11040.2750024262,1
2083357.67457046,0,0.00359449262943535,7628.02983343833,13
249955.510839202,0,0.00110599773213395,11343.7544820785,4
34583431.2502446,0,0.00414749149550233,13309.0745539901,15
1488010.5958425,0,0.00221199546426791,11074.7701042153,8
3940290.01893277,482.2191925,0.00359449262943535,9834.90191026905,13
2801183.34209914,0,0.0024884948973014,11069.6770519352,9
21568959.5693169,0,0.00221199546426791,17967.7793649759,8
67254.9185750708,0,0.000276499433033489,10518.7246487785,1
3257707.58337525,0,0.00165899659820093,11306.545651106,6
14816692.9620667,0,0.00359449262943535,19073.9946382536,13
465078.515299447,100.4623318,0.00138249716516744,12571.5918486475,5
14477790.7829103,100.4623318,0.00387099206246884,12405.3279830594,14
2784685.50440382,0,0.00193549603123442,9077.07967090788,7
2304212.34485747,2310.633631,0.00138249716516744,10087.6820653755,5
1252447.43498987,90.41609859,0.000552998866066977,8626.43263906761,2
4511436.17914623,0,0.0024884948973014,19571.4349804933,9
1102432.00784963,0,0.00165899659820093,17331.9391336446,6
39846.4276677445,0,0.000276499433033489,14406.6116392054,1
1056882.62750776,502.3116589,0.00110599773213395,19378.9214250935,4
5629357.88193449,0,0.00276499433033489,13418.0828171385,10
3018278.00456287,0,0.00276499433033489,13877.2755659094,10
3270709.78867771,110.5085649,0.00165899659820093,13561.8170330177,6
12968302.8895612,0,0.00387099206246884,14017.3474844134,14
8015243.26905389,0,0.00276499433033489,13644.6771287603,10
10734523.2082757,140.6472645,0.00276499433033489,9829.37172247501,10
1347477.87319838,0,0.00110599773213395,8695.26794239056,4
3478598.76031002,0,0.00165899659820093,12720.1359915901,6
3055420.80526415,70.32363224,0.0024884948973014,11248.8547993703,9
2356331.25120758,0,0.000829498299100466,10461.9634056931,3
5346261.14271489,0,0.00359449262943535,11127.8122254556,13
2323174.09460346,20.09246635,0.00165899659820093,16423.1390530842,6
3201879.16276691,0,0.00414749149550233,8601.39729429329,15
11783628.1705344,0,0.00304149376336837,11844.1491720275,11
191782.978520647,190.8784304,0.000829498299100466,12996.9964660062,3
11740376.5773039,0,0.00359449262943535,11703.0425537862,13
2606825.22220385,0,0.00138249716516744,8413.95886085675,5
1162518.85699941,572.6352911,0.00110599773213395,16980.8499096673,4
169216.877953142,110.5085649,0.00138249716516744,11246.3331340053,5
2776852.31958312,140.6472645,0.0024884948973014,11944.5398661281,9
3528632.93065429,592.7277575,0.00165899659820093,8315.203887131,6
832261.173610978,0,0.00110599773213395,10108.9074807408,4
168803.203808069,NA,0,11372.2574157642,0
546507.137270562,0,0.00138249716516744,14781.5224046317,5
1968766.5231893,221.0171299,0.00304149376336837,8385.65173303245,11
6266681.00496061,90.41609859,0.0024884948973014,12249.1554942532,9
160853.097778492,0,0.000829498299100466,10684.6753639574,3
4077996.57808333,0,0.0024884948973014,13652.35578905,9
7067410.21081166,130.6010313,0.0024884948973014,10254.9953456416,9
1749418.8311768,0,0.00138249716516744,12022.4017040229,5
9799194.86049271,0,0.00331799319640186,9683.18213663634,12
4951697.4480171,0,0.00304149376336837,8434.27469594338,11
12271614.6697882,0,0.00331799319640186,13749.9029285286,12
1119641.4527486,200.9246635,0.000552998866066977,15236.8781236907,2
225384.074334018,110.5085649,0.00110599773213395,8545.93383869435,4
5797634.68640193,110.5085649,0.00331799319640186,22276.6389594708,12
1631950.82436075,0,0.00193549603123442,8827.31262214535,7
44399.7554723099,110.5085649,0.000276499433033489,10872.0026437173,1
337488.132551923,0,0.000552998866066977,12007.7762012576,2
1453546.05922799,0,0.00193549603123442,9389.75560194654,7
2292698.37459877,0,0.000552998866066977,24823.5979104925,2
859162.938938744,241.1095963,0.00138249716516744,10908.782965342,5
2331038.27677126,0,0.00138249716516744,24413.0887344071,5
18328913.3172951,120.5547981,0.00138249716516744,12843.9355658352,5
8934239.3313164,0,0.00193549603123442,7498.72148386889,7
1136401.32712448,0,0.00359449262943535,10456.5963117608,13
12176258.3826767,442.0342598,0.00165899659820093,12986.4068314171,6
1604714.55420522,0,0.00165899659820093,14853.398149662,6
10639806.2199271,743.4212551,0.00304149376336837,8835.24733676482,11
23696475.722112,0,0.00304149376336837,13606.6386802189,11
7712400.41024923,50.23116589,0.00193549603123442,14894.7024653994,7
375590.753824621,200.9246635,0.000829498299100466,18577.6957616308,3
1947685.5945097,1306.010313,0.00138249716516744,8759.8765796707,5
1901390.35247508,0,0.00138249716516744,10636.762368094,5
1770611.05377597,0,0.00221199546426791,10578.4666098878,8
1927387.00210171,0,0.00304149376336837,18298.5588121662,11
114670.67942711,80.36986542,0.000552998866066977,15221.7176491341,2
147534.148946773,0,0.00165899659820093,9493.99127854421,6
3824130.16828026,1677.720941,0.00165899659820093,8792.62528672443,6
11917939.3116317,0,0.00331799319640186,10326.2414998144,12
4019253.98745427,0,0.00276499433033489,8383.11379504858,10
128667.74530448,100.4623318,0.000829498299100466,28531.0111878509,3
4132709.5004968,110.5085649,0.00387099206246884,8798.63972562697,14
1487368.07441138,80.36986542,0.00110599773213395,10477.9889515201,4
3648205.56934249,482.2191925,0.00276499433033489,14122.090867055,10
371686.229074746,0,0.000276499433033489,11029.3688567716,1
341965.495716609,110.5085649,0.000829498299100466,18136.0284476267,3
21436540.059455,160.7397308,0.00359449262943535,12927.3224662907,13
3359708.35157171,70.32363224,0.00331799319640186,7729.94653081013,12
6452697.30182458,251.1558294,0.00304149376336837,16604.3536469568,11
5815200.01108551,773.5599546,0.00193549603123442,8112.23504014207,7
4022308.43512603,0,0.00221199546426791,8654.03484144847,8
1428614.9605276,482.2191925,0.0024884948973014,8980.77355185034,9
252856.956473812,763.5137215,0.000276499433033489,24243.1847448565,1
103788.615407497,964.438385,0.000552998866066977,13674.2426521105,2
68342.2082141414,221.0171299,0.000276499433033489,13574.3828216511,1
2797647.35318017,170.785964,0.00276499433033489,7893.68920990177,10
2571233.33197767,0,0.00221199546426791,13292.8817767344,8
4907490.30342533,50.23116589,0.00359449262943535,11150.6296119163,13
3463794.3212719,0,0.00276499433033489,10538.5063059578,10
2505772.15717956,0,0.00276499433033489,10413.5906541734,10
3330686.89351312,0,0.00387099206246884,10075.4265220428,14
4146807.80188724,0,0.00359449262943535,8056.31951761831,13
1358231.46737624,221.0171299,0.00304149376336837,9131.53704009456,11
6667710.73973343,1195.501748,0.00276499433033489,10272.6546309468,10
2017681.72602319,0,0.00331799319640186,8891.46243630629,12
9649619.68846394,291.3407621,0.00221199546426791,15224.7383026959,8
5376607.60999768,632.9126902,0.00221199546426791,11423.4623894584,8
1125692.72327174,0,0.00138249716516744,18116.593932858,5
230532.009708866,0,0.000829498299100466,13594.8849170933,3
1001011.97120756,0,0.00110599773213395,10371.6049438451,4
11728671.5135046,40.18493271,0.0024884948973014,9752.72708539378,9
1088186.7525856,1054.854484,0.00165899659820093,11555.3539877485,6
1493527.5786211,0,0.00138249716516744,9257.6228031617,5
219708.666316085,0,0.000552998866066977,15061.0410770363,2
2094509.34326955,70.32363224,0.00304149376336837,8166.23223135393,11
3068592.48009106,0,0.00276499433033489,16259.1169596091,10
2510976.97210027,0,0.00331799319640186,9188.77030251963,12
34288589.5855397,0,0.0024884948973014,13402.8635484051,9
3306865.45286654,70.32363224,0.0024884948973014,9213.85677152228,9
3145822.23695222,0,0.0024884948973014,19436.8552569864,9
3287630.08490794,0,0.00276499433033489,9409.01415725824,10
65940.6680869237,0,0.000829498299100466,12022.0359694458,3
61859.1017244086,0,0.000552998866066977,9652.38764823398,2
2437766.84054494,0,0.00276499433033489,9343.41027087665,10
4397754.12392825,472.1729593,0.00331799319640186,20609.2691238507,12
3725114.11205408,301.3869953,0.0024884948973014,12678.7158491567,9
507052.134772465,2541.696994,0.00138249716516744,8803.77081600064,5
2543792.17368139,0,0.00193549603123442,11047.6527819529,7
1859682.31610229,0,0.00193549603123442,10938.0070404588,7
123941.58122151,0,0.000829498299100466,9335.11872614822,3
1559715.87183865,0,0.00221199546426791,13361.7063553825,8
3447954.29397654,0,0.0024884948973014,13340.9178831321,9
6283729.05600905,0,0.00276499433033489,10352.15304173,10
55523.6479385793,311.4332285,0.000276499433033489,23951.6550843682,1
10143328.0478502,170.785964,0.00359449262943535,14235.6475504826,13
8892313.37470578,70.32363224,0.00276499433033489,12813.4190353142,10
13023059.8575182,0,0.00331799319640186,5686.65725114436,12
18513461.3342482,0,0.00331799319640186,13336.6531713718,12
7347546.84814612,562.5890579,0.0024884948973014,13807.195426527,9
1012070.2201719,472.1729593,0.00221199546426791,15569.5116190216,8
18133040.0038308,0,0.00304149376336837,13633.2580959443,11
6737404.30139731,20.09246635,0.00331799319640186,9685.13460282199,12
2542722.02576614,90.41609859,0.00414749149550233,14947.656273225,15
8896062.66607309,0,0.00359449262943535,7542.57837256446,13
4413612.1425602,0,0.00304149376336837,12240.5878867589,11
1438912.0320163,2380.957263,0.000829498299100466,18647.7675708217,3
1374495.17534932,120.5547981,0.00165899659820093,13754.0113149383,6
877693.580453359,361.6643944,0.00110599773213395,17931.3583537561,4
36170.2114316672,110.5085649,0.000276499433033489,17421.4904745538,1
1142827.91910969,0,0.00165899659820093,15223.5020863028,6
1258613.88796245,0,0.00138249716516744,21198.6630304122,5
849879.780784458,0,0.00331799319640186,11582.0307661001,12
7566494.11925383,0,0.00193549603123442,25894.2681496756,7
2195950.44566348,1567.212376,0.00165899659820093,12800.2445776751,6
8916779.16611261,602.7739906,0.00359449262943535,14067.5461921405,13
3893526.12296867,130.6010313,0.00165899659820093,16862.2025495332,6
501453.945803352,0,0.000829498299100466,12642.9408188643,3
1776684.53135645,0,0.00359449262943535,7677.89449629797,13
23457597.0302468,0,0.00276499433033489,14601.1727837617,10
701294.714939743,0,0.00193549603123442,11859.2913765603,7
1157303.49085251,251.1558294,0.00359449262943535,8164.66439989753,13
1170878.63768706,0,0.00138249716516744,10497.1637543623,5
7097983.80715553,80.36986542,0.00359449262943535,18358.8935476138,13
1362994.555205,140.6472645,0.00304149376336837,8693.33210549481,11
18285557.8369912,170.785964,0.00331799319640186,14095.8199834972,12
3329266.29155373,221.0171299,0.00165899659820093,11954.6920034664,6
10141077.1378398,361.6643944,0.00304149376336837,12339.3681927278,11
1948335.56903113,0,0.00221199546426791,11806.9376500718,8
2027934.60543772,1275.871614,0.00193549603123442,7302.9990802622,7
7271020.3104824,0,0.00359449262943535,11660.8080654125,13
19635522.8440935,140.6472645,0.00304149376336837,16160.8425890429,11
838282.385584801,130.6010313,0.00138249716516744,18001.9231634501,5
2676028.97280481,1306.010313,0.00138249716516744,12812.0446000584,5
375548.508793451,0,0.00110599773213395,14027.5922408889,4
1666492.85210922,371.7106276,0.00193549603123442,9760.51267198478,7
12741762.4657329,0,0.00359449262943535,15106.046898613,13
14221.4968283698,NA,0,15125.9344776771,0
4087443.51816976,0,0.0024884948973014,14719.0548024172,9
1750503.0227069,0,0.00193549603123442,17551.0841875497,7
4991900.33227751,0,0.00331799319640186,9489.52067429647,12
1243848.46099195,170.785964,0.00331799319640186,10360.4854699426,12
4040701.26178795,602.7739906,0.0024884948973014,8038.73066322123,9
3389210.84175108,452.080493,0.00276499433033489,10305.5397443603,10
9578300.97259241,0,0.00304149376336837,7317.77127843273,11
969817.195483118,200.9246635,0.00110599773213395,9513.48258114237,4
193279.320212208,100.4623318,0.000829498299100466,15018.6704949993,3
1090336.75380831,170.785964,0.00193549603123442,15235.7619820232,7
2451790.6483327,0,0.00331799319640186,10623.2925797043,12
10394408.324357,80.36986542,0.00221199546426791,14932.5435325457,8
32223.1452076584,0,0.000552998866066977,9247.31309772778,2
7894423.40845603,371.7106276,0.00331799319640186,17204.6123338816,12
1181948.99531975,1406.472645,0.0024884948973014,7365.04548795348,9
7462047.3575466,190.8784304,0.00359449262943535,21884.6878039728,13
8064454.5430025,0,0.00304149376336837,10701.1980647231,11
10965739.4077741,130.6010313,0.00359449262943535,11075.1912658057,13
2911082.20877298,0,0.00276499433033489,11091.6867569554,10
3201251.4445543,100.4623318,0.00221199546426791,12574.4545765804,8
3635441.19336006,0,0.00276499433033489,7523.5682031739,10
554226.377878578,NA,0,4532.22017870357,0
118275.631070927,110.5085649,0.000276499433033489,12770.2850222789,1
8886867.26015011,0,0.00359449262943535,15114.5777123816,13
145786.571269222,431.9880266,0.000552998866066977,8638.8765364252,2
7590.41890107282,0,0.000276499433033489,4885.10626334763,1
279274.978067696,0,0.000552998866066977,25237.8046500341,2
1853452.17590333,0,0.00221199546426791,10413.1574118382,8
4575805.71324317,0,0.00331799319640186,8996.88762001116,12
2220434.69374579,0,0.00193549603123442,10094.4985626494,7
21276.1187337898,70.32363224,0.000552998866066977,8609.94054735683,2
579766.649550147,0,0.00165899659820093,10380.5056255958,6
266807.230230808,0,0.00110599773213395,11318.8601687065,4
819335.473741397,90.41609859,0.00110599773213395,10290.0699455696,4
1244927.45899176,421.9417934,0.00193549603123442,11023.6436879521,7
130671.137323216,221.0171299,0.000829498299100466,11426.8842444789,3
13118742.4558188,70.32363224,0.00276499433033489,13435.3706532753,10
6212098.9626871,572.6352911,0.0024884948973014,11989.3170058151,9
26802520.5786968,0,0.00331799319640186,7031.18473054218,12
14415267.2478051,281.294529,0.0024884948973014,13179.4138839662,9
1148141.42216313,512.357892,0.00165899659820093,14809.7766835053,6
1377524.73446465,0,0.00276499433033489,12250.9900311979,10
653888.601652756,NA,0,20580.1482715716,0
3267599.83821344,361.6643944,0.00387099206246884,10964.9535840034,14
14503217.8971074,0,0.00359449262943535,15665.2879209197,13
1124508.14196874,0,0.00221199546426791,13899.0285124734,8
1841269.69533752,150.6934977,0.00138249716516744,17203.6246133426,5
8260007.99061637,70.32363224,0.00276499433033489,13397.8998039099,10
1631012.50409281,0,0.00138249716516744,10658.6625730437,5
3537168.37263899,592.7277575,0.00193549603123442,12307.7027475863,7
2236814.71591391,421.9417934,0.0024884948973014,8216.94804785735,9
3402387.5480246,0,0.00276499433033489,13660.891217016,10
1588598.76775365,0,0.00276499433033489,15440.9227695155,10
4211362.94492948,110.5085649,0.00304149376336837,15461.8244380345,11
6146297.80753459,361.6643944,0.00276499433033489,9287.85107753463,10
248381.697051093,0,0.000552998866066977,16814.6396725039,2
794552.515323814,221.0171299,0.00221199546426791,9318.24648614033,8
15365030.4069727,281.294529,0.00304149376336837,16524.3466388113,11
3270345.03148803,0,0.00304149376336837,7845.65999166549,11
4134222.00685868,110.5085649,0.00165899659820093,15777.5899037876,6
146615.348824203,110.5085649,0.000552998866066977,12491.0786159652,2
2217143.40911344,1496.888743,0.00110599773213395,11457.9015336681,4
4093081.79962841,452.080493,0.00331799319640186,11179.7303192152,12
1888503.51437684,0,0.0024884948973014,14221.9096306884,9
296001.62443063,NA,0,9700.50658874048,0
96202.8341424614,0,0.00110599773213395,12891.7586723581,4
3805864.05624435,0,0.00276499433033489,6779.50594142046,10
4118.80594640225,20.09246635,0.000276499433033489,8692.13399433772,1
3440462.2931902,0,0.0024884948973014,11847.6604401844,9
1273458.9664247,0,0.00221199546426791,13894.7344233129,8
3885821.49817925,0,0.0024884948973014,8416.89228844391,9
231553.076902024,0,0.00138249716516744,14395.1205607162,5
3064793.11450939,0,0.00304149376336837,9198.98211392211,11
1078762.99467564,0,0.00165899659820093,15453.5137080539,6
312492.508850709,0,0.00138249716516744,8682.93088698951,5
784813.034919996,110.5085649,0.00221199546426791,9223.26886620657,8
109032.655207433,0,0.000276499433033489,19045.0422067784,1
4820101.63346907,0,0.00359449262943535,10111.9717657039,13
3805874.2056431,763.5137215,0.00165899659820093,9993.2444922718,6
824426.836529002,0,0.00193549603123442,22707.7405679423,7
2451543.6360605,0,0.00331799319640186,10887.6068158829,12
1938498.76704596,140.6472645,0.00387099206246884,8534.30549065155,14
3851534.81953787,271.2482958,0.00304149376336837,13420.0644206922,11
6065617.12241427,30.13869953,0.00221199546426791,11980.4256919343,8
11306267.6111944,0,0.00331799319640186,15518.2074965694,12
2573034.42115556,140.6472645,0.00193549603123442,11531.0978029531,7
6973693.81477501,502.3116589,0.00359449262943535,12817.4839692044,13
1124621.5688009,0,0.00276499433033489,9922.46301047682,10
41613.3526402265,0,0.000552998866066977,18345.3689535815,2
5600216.73184879,874.0222864,0.000829498299100466,8607.26893913095,3
1189471.12328769,874.0222864,0.00221199546426791,7832.03961217945,8
17944857.8150373,231.0633631,0.0024884948973014,12596.6294479043,9
268607.702750586,30.13869953,0.000829498299100466,12717.7448012359,3
16947012.490777,221.0171299,0.00359449262943535,21693.6414225486,13
4076510.98490773,50.23116589,0.00276499433033489,9804.0753951147,10
3221778.9367926,0,0.00304149376336837,8943.27369685606,11
5408783.61674576,0,0.00331799319640186,13503.4521386282,12
998479.705024205,743.4212551,0.00165899659820093,10289.5913677907,6
957871.824152425,1074.94695,0.00165899659820093,9183.18994695564,6
3759751.63779006,0,0.00359449262943535,11669.013136286,13
4410300.33409828,0,0.00331799319640186,17134.8094375636,12
