"Amplitude","Peak_Occurence_Time","Prominence","FWHP","FWHM","Peak_Rise_Time","Transient_Ocurrence_Time","Rise_Rate"
0.653953609752241,1426.565111,0.731930688583429,69.6771095698566,65.7510724344781,70.3236319999999,1356.241479,0.147073257886147
0.0259536097522415,1717.905873,0.0125332588995902,64.4379259079692,166.923573617206,70.3236319999999,1647.582241,0.00261249772179267
0.0249536097522415,1918.830537,0.00694059974296699,141.327285773591,608.214165115372,150.693498,1768.137039,0.00131254305731541
0.0119536097522415,2280.494931,0.00276886998109678,60.2773990000001,748.945175634545,80.3698650000001,2200.125066,0.00066832148905947
0.0109536097522415,2441.234662,0.00213716960117223,40.184933,909.634658718239,80.3698649999997,2360.864797,0.000405083533497351
0.0149536097522415,2943.546321,0.0181233119559433,105.456974119039,95.4107411190394,170.785964,2772.760357,0.00202834754589092
0.00695360975224153,3164.563451,0.00501061873894934,50.231166,70.3236320000001,100.462332,3064.101119,0.000653109303908739
0.0179536097522415,3506.135379,0.0180126751187543,70.3236319999996,70.3236319999996,190.878431,3315.256948,0.00179734055500946
0.0100026574980306,663.0513897,0.0253845427023336,79.9779317112703,30.1386994999999,100.4623318,562.5890579,0.00365707617626291
0.00100265749803062,843.8835869,0.00563289876200711,60.2773990999999,10.0462332,100.4623318,743.4212551,0.000770451500691327
0.96600265749803,1758.090806,1.06919595388965,74.0051300296764,69.4895173517839,70.3236319999999,1687.767174,0.21058818727267
0.0130026574980306,2290.541164,0.00780318344009473,50.2311650000001,70.3236320000001,90.4160980000001,2200.125066,0.00131524787838973
0.0500026574980306,3345.395648,0.00468598332484735,50.231166,388.034499864621,90.416099,3254.979549,0.000803164782764255
0.0706271696682056,512.357892,0.0845197956789773,89.8432723667889,149.403801221274,170.785964,341.571928,0.00691530483005177
0.299627169668206,1054.854484,0.176483005435643,371.435938934945,447.172946840947,210.9708971,843.8835869,0.0155135945009921
0.488627169668206,1959.01547,0.396614610830718,805.973210454152,963.4099774995,421.941794,1537.073676,0.016900341420034
0.494627169668206,2069.524035,0.0150743377666294,56.2106678022674,956.18432746949,60.2773999999999,2009.246635,0.00343840931208261
0.325627169668206,2411.095963,0.0147927530142589,25.2646521507172,783.606188,60.2774000000004,2350.818563,0.00302698963730679
0.427627169668206,2863.176455,0.183286988581893,87.9439005888626,1181.8979616072,190.87843,2672.298025,0.0170422555177585
0.361627169668206,3064.101119,0.0218353708158412,54.539086793598,1407.54460034678,60.2773990000001,3003.82372,0.00494701064260869
0.390627169668206,3254.979549,0.0540130777881765,79.6194961370456,1587.304842,130.601031,3124.378518,0.00664172853433131
0.459627169668206,3566.412778,0.016526040856727,64.337430956652,1871.12851588796,80.369866,3486.042912,0.00330230967422725
0.131968079988259,1426.565111,0.0606903902339044,177.063603352117,485.368061605202,291.340762,1135.224349,0.00494528962969172
0.00496807998825882,2039.385335,0.0565379501257301,137.819981498833,34.1786323101032,160.739731,1878.645604,0.00514168090758137
0.122968079988259,2501.512061,0.14931584454524,150.392010508169,130.601031,351.618161,2149.8939,0.00648149574187688
0.232968079988259,2742.621657,0.125592840149667,80.3698650000001,160.73973,190.87843,2551.743227,0.0103851133250292
0.402968079988259,3234.887083,0.0271893100187591,210.903899636879,542.496592,100.462332,3134.424751,0.0042770486841055
0.0804757146923402,391.8030939,0.0802458270473918,231.0633631,231.0633631,391.8030939,0,0.00377253805955888
0.11047571469234,572.6352911,0.0367402760067383,68.6453518521507,361.6643944,90.4160986,482.2191925,0.00622601014777255
0.15847571469234,914.2072191,0.0502225503012014,49.5109457820606,400.509382694865,90.4160985999999,823.7911205,0.00836101158774326
0.16547571469234,1054.854484,0.0104098183689915,50.2311659999999,532.4503588,80.3698658,974.4846182,0.00225828799152165
0.29847571469234,1436.611344,0.076737869722229,72.7857797065687,547.384038443614,160.73973,1275.871614,0.00828375096999798
0.42047571469234,1959.01547,0.0155929266311577,41.0826957355785,753.467489,70.323633,1888.691837,0.0029940119678095
0.42847571469234,2109.708967,0.0380998611411723,172.517842547516,894.114753,80.3698650000001,2029.339102,0.00670774056287973
0.44547571469234,2370.91103,0.032415928516799,63.2286264288091,1095.039416,110.508565,2260.402465,0.00579665028018039
0.37947571469234,2662.251792,0.0155426972105799,51.7285542760919,1479.90159798266,60.2773990000001,2601.974393,0.00301138663215584
0.30247571469234,3194.70215,0.0222862917587074,100.469031122041,2071.24921224708,160.73973,3033.96242,0.00205729323822528
0.34047571469234,3486.042912,0.0536943756204422,120.554798,2322.95441945082,170.785964,3315.256948,0.00765323562499165
0.0557378582960159,150.6934977,0.0661352968328499,104.421867471224,104.441966611204,100.46233181,50.23116589,0.0104297254780747
0.00473785829601592,1697.813407,0.208260057657106,530.038458073358,15.5232556592198,341.571928,1356.241479,0.0133914275585278
0.00673785829601592,1818.368205,0.0134600986398189,64.6154697455818,26.490700421474,60.2773990000001,1758.090806,0.0028327463209554
0.192737858296016,2712.482958,0.245335500324295,251.15583,210.970897,371.710628,2340.77233,0.0161176035597074
0.229737858296016,3134.424751,0.091606053303343,497.809445640547,1066.58569690363,160.739731,2973.68502,0.0107542539654984
0.0215758144828959,884.0685196,0.0925191668400262,414.10311872801,74.9229914444815,231.0633631,653.0051565,0.00645918149278296
0.00257581448289584,1135.224349,0.0192313304846087,52.9144046238746,20.0924660000001,80.3698650000001,1054.854484,0.00319576043038157
0.0218927075754387,60.27739906,0.0219501413451337,106.549029204468,106.549029204468,60.27739906,0,0.00468551582552786
0.218526137938005,1054.854484,0.195728839336398,381.7568611,431.988027,753.4674887,301.3869953,0.00472522443224975
