"AUC","Time_Onset","Frequency","baseline1","Number_of_Peaks"
67.2286773828402,1356.241479,0.00221199546426791,0.0620463902477585,8
92.1136597673956,562.5890579,0.00138249716516744,0.0609973425019694,5
917.759105488634,341.571928,0.0024884948973014,-0.0126271696682056,9
431.005172259726,1135.224349,0.00138249716516744,0.101031920011741,5
940.417402294491,0,0.00304149376336837,-0.0524757146923402,11
227.618712479259,50.23116589,0.00138249716516744,0.293262141703984,5
5.68644350951456,653.0051565,0.000552998866066977,0.307424185517104,2
127.540693575794,0,0.000276499433033489,0.263107292424561,1
705.388756914109,301.3869953,0.00193549603123442,-0.0395261379380049,7
538.375976491159,472.1729593,0.0024884948973014,-0.0328746986856947,9
417.763990704366,1537.073676,0.00110599773213395,0.0717449570380432,4
8.4348997017695,0,0.000276499433033489,0.27960740447386,1
4.59853468816925,0,0.000276499433033489,0.449083568033276,1
302.675917043527,251.1558294,0.0024884948973014,0.0703233120170813,9
972.914297626267,120.5547981,0.00110599773213395,-0.0578657570891341,4
294.887727055734,271.2482958,0.00165899659820093,0.107502556957286,6
270.179196931461,482.2191925,0.00221199546426791,0.0361794146784394,8
41.4292043576393,NA,0,0.271587506489008,0
343.860271669948,251.1558294,0.00165899659820093,0.0655524465483303,6
609.973993802329,1105.085649,0.0024884948973014,0.0160513964181755,9
8.06460533112761,0,0.000552998866066977,0.27519788068733,2
293.097316763944,2009.246635,0.000552998866066977,0.149454014066475,2
51.3758836454302,0,0.000276499433033489,0.280161694269566,1
285.079293561348,1295.96408,0.00110599773213395,0.109577973694339,4
439.232978149849,0,0.0024884948973014,0.0402205316610528,9
705.454740027511,653.0051565,0.00193549603123442,-0.00974375470040916,7
583.473734069653,30.13869953,0.00138249716516744,0.0227058980864908,5
800.916716313818,301.3869953,0.0024884948973014,-0.0517060280843876,9
167.122430299165,914.2072191,0.00110599773213395,0.047571337745026,4
420.8297957174,1155.316815,0.00193549603123442,0.0511889914098504,7
559.928120713142,40.18493271,0.0024884948973014,-0.040923066500284,9
151.389405716921,572.6352911,0.00138249716516744,0.0668225657366663,5
154.69706516019,2230.263765,0.000829498299100466,0.0712306478252402,3
351.499232706648,673.0976229,0.00221199546426791,-0.00741234298113472,8
505.694244112495,0,0.00221199546426791,-0.0542889432804343,8
40.373971906249,0,0.00138249716516744,0.0501652982956325,5
