sec,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10
2544.231,46870.66,46121.039,37328.555,48130.445,36871.625,36480.344,44312.02,42229.043,38303.602,32972.824
2554.287,47024.418,46420.184,38052.23,50804.906,39461.297,36776.086,47370.594,43455.375,41054.352,31891.477
2564.344,46144.883,44868.082,36595.59,48149.555,40323.594,35453.016,45044,43158.359,39459.051,32329.492
2574.4,46175.074,46564.57,37442.465,45338.176,38895.297,35416.059,44445.754,42897.348,39036.648,30547.365
2584.456,44509.34,45061.695,37017.465,44451.145,36920.109,37155.441,46367.43,43591.984,38277.699,31048.334
2594.512,45177.676,45051.145,36817.34,45507.871,38208.203,40893.043,46550.551,42899.652,40485.25,33380.73
2604.569,41698.207,40919.039,36025.84,45721.348,36790.75,39434.457,46103.449,41831.375,40148.898,30470.73
2614.625,42964.359,42242.406,35480.77,44538.777,37084.469,38352.758,46388.594,42653.016,39622.949,30582.969
2624.681,42148.043,42316.266,36118.27,44141.871,36744.922,37249.086,43520.121,43019.527,40286.898,30848.508
2634.737,43815.199,44406.98,38973.105,45012.414,37838.969,38958.898,47690.836,42260.141,40140.301,31059.238
2644.794,41238.301,41035.145,38036.895,43022.27,37192.234,38246.914,54364.082,42633.848,38407.051,30158.65
2654.85,41593.309,41879.918,36543.25,43575.16,38728.312,37478.199,50879.613,43805.125,39743.699,30955.254
2664.906,40322.816,40341.836,36955.91,43545.031,38103.109,36440.941,47152.348,43630.266,40054.102,31946.285
2674.962,42390.926,42333.918,36789.555,43224.777,38585.453,35889.07,45181.348,41800.25,38812.398,32274.793
2685.019,42025.891,42453.613,35877.93,44681.16,37076.422,38035.086,45994.285,42564.25,39347,33167.191
2695.075,41737.008,42344.488,36364.535,45086.301,37135.703,37281.102,46483.551,42597.875,39114.102,32510.191
2705.131,41984.199,42914.715,35591.57,42513.031,36348.812,36145.328,46846.102,41543.93,41045.75,33191.855
2715.188,41298.676,41327.328,35117.355,41587.777,37855.156,35738.758,48641.223,40849.332,41364.75,32964.617
2725.244,41277.141,42692.938,36133.645,39961.668,37060.25,35674.758,49626.613,42454.168,40312.852,32909.871
2735.3,43976.215,43893.145,34870.965,40424.27,35642.859,37436.285,46550.43,41812.25,39045.051,33052.223
2745.356,42750.215,43604.512,36811.16,41806.746,34847.891,36145.285,44790.652,43105.668,42114.949,32565
2755.412,42373.699,42031.203,36275.27,40777.445,36874.297,37032.328,48623.531,42121.25,45995.398,32636.111
2765.469,44244.898,42685.879,35200.445,42050.398,37844.375,35928.57,48887.512,42324.82,44727.801,33109.715
2775.525,42398.16,42833.715,36829.605,42389.84,37356.656,36295.656,49274.754,43385.973,48168.398,31190.699
2785.581,42870.965,43189.203,36586.32,41705.492,37520.984,36009.785,49957.512,42435.043,47944.352,32406.191
2795.637,42119.332,41668.777,36201.395,41021.094,38181.234,37034.742,49141,42178.707,48125.352,32384.285
2805.694,42827.875,43051.98,36444.715,41905.316,37079.094,38222.285,47842.184,41996.68,45521.148,31697.127
2815.75,42563.375,41890.449,36469.285,42387.094,38679.719,37670.398,48595.367,42753.609,47323.301,31702.635
2825.806,42280.273,42115.672,36999.02,42255.746,38423.812,37562,50865.551,41014.543,49099.75,32726.428
2835.862,43365.332,43537.57,36626.34,44207.57,37644.953,36551.812,51386.449,42044.625,48970.449,32069.492
2845.919,41754.293,41869.348,35745.555,42296.777,36874.281,37749.23,53241.328,40312.805,48763.398,32247.396
2855.975,41754.273,41566.672,36182.875,42170.84,36817.719,37564.43,55145.449,42312.848,48289.199,33013.84
2866.031,42869.508,42805.57,37670.355,42406.27,36914.75,37630.93,51425.184,42542.805,46857.75,32811.348
2876.087,53556.477,52350.898,37728.855,42042.145,37046.734,37805.871,52745.082,41244.484,46547.25,31754.666
2886.144,44312.5,43625.672,38772.895,44084.332,35852.906,38579.543,50957.082,43115.266,47409.699,33802.285
2896.2,41383.477,42988.594,37273.105,40865.094,35510.766,37746.785,47817.551,41266.125,43908.648,32748.318
2906.256,41374.891,41049.223,37436.305,44363.555,37860.547,37436.355,47564.102,42181.098,43408.602,32721
2916.312,40978.199,40208.121,37491.77,44867.285,35443.422,37079.059,48774.898,40442.141,41020,30790.984
2926.369,41984.242,41292.184,38400.25,41984.715,36612.906,37554.57,47011.551,41896.082,41899.5,32466.428
2936.425,45055.5,43900.145,37889.07,42376.145,36340.734,36463.172,46321.672,41939.141,41882.148,33104.16
2946.481,46343.215,45726.879,38132.25,42521.332,35936.531,38525.301,47863.305,41256.516,41261.301,33487.477
2956.537,49822.582,48468.613,39000.785,42225.57,35491.922,37697.473,45684.613,41919.984,42261.602,32263.826
2966.594,49977.852,48553.102,39783.105,44286.922,37372.797,38010.355,48176.613,41328.391,46849.102,33706.461
2976.65,48576.602,48162.43,38055.375,41021.078,37779.672,38357.758,45959.184,41436.195,42701.398,34048.684
2986.706,50476.566,49045.879,36777.285,40684.348,37801.328,37054.414,44836.367,41536.75,44710.602,33189.109
2996.762,50942.285,49045.855,38193.93,42283.094,45729.188,37867.414,47384.594,41577.516,42425.398,33618.855
3006.819,48306.441,46884.797,38021.465,41713.73,40633.438,37921.699,45899.328,41086.43,42520.25,33487.57
3016.875,41732.699,41696.855,37208.41,39745.43,38825.359,38318.355,45005.348,42415.891,44331.102,33722.969
3026.931,40833.059,40817.02,37981.43,38877.617,35548.406,37170.242,45617.695,42030.195,44589.852,33826.871
3036.987,40891.926,41830.633,36709.57,40010.953,36421.609,36975.57,50165.203,41479.266,45176.25,33977.414
3047.044,41058.699,41908.062,37066.785,41201.762,36963.219,37593.973,55293.223,41519.973,43477.5,33369.855
3057.1,39361.383,40116.594,37799.715,39110.332,35060.719,36869.672,52284.02,39943.93,43003.199,33375.191
3067.156,39719.258,39701.305,38440.285,41138.809,36222.141,39082.102,51418.184,41330.805,41528.648,34100.684
3077.212,38818.023,38944.469,39943.18,38658.617,33982.797,37409.172,50784.613,41153.527,41381.949,33257.539
3087.269,39985.082,40531.961,37168.32,38554.586,34732,37192.414,49074.02,41270.891,40631.801,33955.637
3097.325,40607.34,41031.652,37273.105,38686.062,35596.984,37379.613,50214.449,41383.5,42011.551,34754.922
3107.381,39109.84,38877.613,36986.715,38735.238,33888.531,37039.688,50309.449,42353.57,40105.898,34661.84
3117.438,38225.977,38902.246,36885.055,51993,34114.875,36115.715,49049.406,43309.277,39786.75,34763.145
3127.494,39564.008,39581.57,37654.98,58894.031,35316.703,37640.871,47613.488,42463.723,40174.898,36235.906
3137.55,40111.551,39454.797,36783.395,61136.016,35788.297,38052.242,47099.57,44169.207,40002.301,35453
3147.606,38684.426,40211.594,36857.355,61327.652,33131.266,36638.059,48535.469,43771.609,40010.898,35223
3157.662,38409.926,37804.145,41073.465,59143.109,34567.578,37379.629,51699.797,43896.152,41873.5,35447.492
3167.719,38547.926,38951.551,39114.785,55127.414,32600.469,37372.285,54930.777,43946.445,43727.602,35239.508
3177.775,39056.676,39307.039,38166.215,46331.871,35047.25,38328.199,54979.938,42456.652,44589.852,35871.891
3187.831,39512.215,39109.879,37473.27,43052.316,34998.688,38318.328,59770.145,43000.332,44115.602,35006.793
3197.887,38802.242,39483.02,36632.5,44640.078,34740.047,37172.77,61399.715,41139.18,49712,35975.871
3207.944,38799.418,39194.43,36235.25,45880.254,34907.109,36951,59133.203,41412.223,49194.551,35781.492
3218,39674.676,39736.406,36524.77,45858.223,34828.969,38096.715,53769.223,41948.707,51677.949,35365.414
3228.056,38733.324,39078.266,37482.535,45828.16,36222.141,40392.887,52048.121,41436.152,59438.699,36230.461
3238.112,54394.285,51076.734,37861.32,45286.16,35909.562,47030.172,49587.918,41773.902,62103.352,34549.684
3248.169,52571.992,48866.406,36466.23,42151.668,34001.688,45145.43,47627.512,41191.875,58283.398,35797.891
3258.225,43700.242,43055.512,36925.09,40358.57,35877.219,45766.301,45716.348,41510.375,49841.199,34853.508
3268.281,45434.91,48028.715,40469.875,41248.316,34788.5,42772.844,46364,41024.109,47125,35077.984
3278.337,41650.773,42136.777,38640.52,41385.109,34052.891,50671.602,46561.082,39651.695,47056.051,32471.826
3288.394,42015.852,42819.633,38594.285,40169.715,33775.328,50102.559,45389.062,42641,41589.102,34916.445
3298.45,41606.227,42379.734,37929.07,39493.539,35297.828,49562.914,45114.449,41064.875,39924.75,35639.109
3308.506,39712.051,39704.797,39130.195,39269.16,33648.703,54446.043,44829.285,39975.027,38545,34924.684
3318.562,40351.559,42523.98,41944.98,40900.652,33608.281,52773.188,45269.305,40537.902,42891.051,36219.477
3328.619,39484.957,40355.879,42856.605,40095.762,32805.297,49959.629,44927.918,40820.582,40881.898,33665.414
3338.675,39181.691,39711.715,41014.93,39734.477,32869.906,43024.172,42805.594,40312.793,38217.301,35817.094
3348.731,38744.824,39039.57,39222.605,39099.363,32158.5,42134.715,43889.672,39979.82,39252,34848.031
3358.787,38749.102,39887.754,37913.68,37235.191,34546,40139.043,44882.164,40420.516,39459.148,36044.301
3368.844,38731.875,40225.695,38113.855,39518.094,32409.078,39025.473,44005.754,39831.266,38614,36400.176
3378.9,39220.535,40619.879,36493.91,38321.871,34990.641,38818.5,42985.062,41347.527,40140.352,37109.191
3388.956,38346.676,39169.695,36056.68,36506.953,35831.5,39094.441,43432.062,40379.82,40011,35414.617
3399.012,38392.691,39180.348,36515.48,37325.461,35203.516,37877.398,43382.777,40806.168,38191.398,36775.238
3409.069,37386.625,37438.082,36290.68,36630.129,32543.859,37002.688,43748.777,40367.891,37708.648,37103.699
3419.125,37583.543,38349.672,35998.09,36181.176,32535.703,38249.43,41327.285,40693.57,38200.051,37777.16
3429.181,38760.66,40415.797,36561.73,36476.824,33990.891,37332.887,42678.879,42341.582,39993.648,41094.984
3439.237,38760.59,40060.266,35988.93,36255.062,34745.516,36581.441,42087.531,40796.598,40123,38425.922
3449.294,38093.742,38729.836,37180.715,36643.777,32772.875,36593.715,43446.121,42341.668,38760.602,38477.969
3459.35,37770.383,38451.836,35797.91,37924.953,32826.734,37261.43,43055.406,40664.848,39536.699,37905.809
3469.406,37835.023,38662.938,35061.895,36605.477,34171.469,37655.613,43358.121,40305.527,39579.75,37459.586
3479.462,38576.641,39444.305,35181.93,37845.492,32279.688,35869.441,42284.672,40686.445,39528.051,37541.73
3489.519,38484.648,39148.551,37519.445,37257.062,33395.375,36559.215,42995.695,39919.973,38691.551,38015.348
3499.575,37534.66,40127,36065.875,37057.191,33753.781,36928.812,43333.488,40621.734,39665.898,37352.793
3509.631,37829.293,39426.633,35696.32,35157.27,33317.297,36113.23,43175.145,39728.32,41985.648,37369.238
3519.687,37582.117,37631.672,34904.785,36750.539,33198.625,36475.473,43196.266,39998.973,42071.898,37287.129
3529.744,36971.316,37617.594,35896.535,36487.715,33637.906,37022.398,40250.223,38566.68,39605.75,37708.715
3539.8,37034.559,38684.102,36974.395,36118.223,32142.422,37202.23,41908.102,40743.973,38743.352,36715
3549.856,36495.566,37821.695,36623.285,35020.508,32169.25,35822.602,43185.652,40319.984,40424.898,37659.43
3559.912,37138.016,37138.961,35077.34,36263.254,34368.141,37170.27,44146.57,39678.027,40511.102,37177.637
3569.969,36801.75,38342.652,34670.77,35546.047,33977.422,34713.828,42428.938,40707.902,37294.699,37347.348
3580.025,36606.227,38515.082,34994.145,36422.109,34147.172,35977.785,43417.898,40401.402,40226.551,35743.223
3590.081,36880.766,37723.184,35089.645,37393.891,32713.625,35529.457,42231.961,40794.223,37863.75,36879.27
3600.137,36175.074,36424.387,36031.98,37489.715,33689.062,36211.844,42136.855,40264.82,39303.852,36682.176
3610.194,36548.75,37374.734,35055.66,37325.414,34521.75,36123.215,43037.855,40688.766,39536.602,36145.523
3620.25,37304.742,37952,34088.715,37177.586,34144.562,36448.414,44097.223,40724.766,39433.102,36772.539
