Time,cell6_1,cell6_2,cell6_3,cell6_4,cell6_5
1485,0.0186186,0.058459378,0.305100933,-0.038739489,0.245810859
1490,0.170401246,0.133022384,0.43633601,0.016876979,0.331485922
1495,0.050429094,0.048798013,0.386932928,-0.015791544,0.199353483
1500,0.044123225,0.079373391,0.306359887,0.036687269,0.25678402
1505,0.047416736,0.078861907,0.348903842,0.05720507,0.235876577
1510,0.098305493,0.11722321,0.447449533,0.085782337,0.345608185
1515,0.022594912,0.059510761,0.407597135,0.013831608,0.158187898
1520,0.064004784,0.086619415,0.430431951,0.114113514,0.22740322
1525,-0.057252641,0.031180229,0.356240504,-0.015545453,0.145136979
1530,-0.029900436,0.047291976,0.439114391,0.04136299,0.207826841
1535,-0.119146543,-0.086205357,0.19565878,-0.03434062,0.104718088
1540,-0.100228939,-0.065262927,0.211634469,-0.033048645,0.191983934
1545,-0.139911727,0.012596309,0.23177773,-0.02991099,0.10205596
1550,-0.125090929,0.007396222,0.150032559,-0.042061712,0.038099964
1555,-0.024277369,0.005094543,0.282873888,0.05883542,0.162895319
1560,0.002592859,-0.012722151,0.310006512,0.079722357,0.123710097
1565,-0.143486391,-0.059750266,0.228521815,-0.012284753,0.089037506
1570,-0.005801577,-0.011727598,0.354373779,0.060896429,0.125787855
1575,-0.146579078,-0.086915751,0.284132841,-0.043968913,0.065045892
1580,-0.066731525,-0.055573146,0.270023877,0.037087167,0.085726079
1585,-0.039620309,0.028367067,0.308009551,0.047023073,0.098744533
1590,-0.053517318,-0.124168838,0.183242891,-0.00010327,0.027841033
1595,-0.043556456,-0.073247761,0.227176036,-0.013730535,0.042352876
1600,0.018417776,-0.042018819,0.237681789,0.037579348,0.126177435
1605,-0.108020904,-0.139769101,0.09298893,-0.058765109,-0.00364999
1610,0.128188078,-0.015023829,0.172780551,0.080429867,0.077772161
1615,0.000544456,-0.025679746,0.212372477,0.018322761,0.046021418
1620,0.002874012,-0.073901324,0.139439983,-0.017452655,0.112282427
1625,0.077620639,-0.107545607,0.132624267,0.003741895,0.074071154
1630,0.191648407,-0.059920761,0.257000217,0.080860526,0.142929361
1635,0.120596938,-0.132182088,0.159843716,-0.010408313,0.051702788
1640,0.167870866,-0.127351406,0.216453223,0.055882334,0.142767036
1645,-0.007207344,-0.109250554,0.079227263,0.004572451,0.09062829
1650,-0.016405075,-0.15775629,0.139179509,0.003126669,0.061766929
1655,-0.040102286,-0.189837705,0.106273063,0.013062575,0.083518461
1660,-0.053718142,-0.185774249,0.144258737,-0.002010472,0.063162923
1665,0.132485708,-0.082994374,0.218059475,0.096518038,0.264153569
1670,-0.011063161,-0.161251431,0.130670718,-0.012192469,0.136631156
1675,-0.099666632,-0.196543829,0.078793141,-0.01732961,0.148545801
1680,-0.127059002,-0.230983754,0.106142826,0.003803418,0.139228354
1685,-0.035362844,-0.094161775,0.205383113,0.080460629,0.198834044
1690,-0.128022956,-0.163098457,0.133014977,0.049207127,0.175004754
1695,-0.106092995,-0.150623929,0.077838072,0.030596528,0.177244837
1700,-0.087095061,-0.060631155,0.222140221,0.081691082,0.304345205
1705,0.020667003,-0.077282802,0.126676796,0.0942417,0.362230251
1710,-0.133204211,-0.067678268,0.115172563,0.060804145,0.302981676
1715,-0.177264958,-0.153238181,0.012112003,-0.007024567,0.295514732
1720,-0.189394717,-0.110898669,0.117907532,0.070770813,0.385118057
1725,-0.131517291,-0.097486421,0.086303451,0.068063817,0.461767857
1730,-0.108141398,0.00404316,0.262166269,0.174559509,0.545754741
1735,-0.150354566,-0.06591649,0.206728891,0.116574419,0.508030443
1740,-0.237994082,-0.012665319,0.220056436,0.072032027,0.549488213
1745,-0.232973487,9.34E-05,0.172867376,0.107592114,0.561402858
1750,-0.283179443,0.006486917,-0.000303885,0.048253526,0.51192624
1755,-0.138626454,0.056981757,0.172650315,0.138045821,0.655778533
1760,-0.169352499,0.075423598,0.184111135,0.145889958,0.586108702
1765,-0.144731499,0.064341444,0.192055568,0.09491845,0.640812181
1770,-0.20333189,-0.022582426,0.137703495,0.006202801,0.542216059
1775,-0.20762952,-0.020678569,0.184718906,0.003095907,0.620813758
1780,-0.182205224,0.007424637,0.281050575,0.035179965,0.596465028
1785,-0.119548191,0.049707317,0.298068157,0.156564136,0.660518419
1790,-0.25719284,0.063602634,0.146863469,-0.054643092,0.46994903
1795,-0.228515198,0.022115595,0.051703929,-0.012469321,0.423816304
1800,-0.2460672,0.054793742,0.099630996,-0.016837429,0.452158225
