Time,cell7_1,cell7_2,cell7_5,cell7_7,cell7_8
1155,0.188493574,0.126662142,0.283535552,0.292398574,0.185862391
1160,0.254502253,0.196113918,0.446415713,0.352498198,0.263836195
1165,0.224387902,0.157554734,0.386285273,0.297381923,0.206327276
1170,0.185165027,0.204987055,0.393647586,0.230245724,0.199958984
1175,0.142928469,0.145564688,0.407697576,0.231849807,0.166433702
1180,0.11805433,0.162431189,0.440373337,0.189651743,0.164404484
1185,0.175876583,0.174974235,0.43600288,0.233774706,0.224849293
1190,0.134876984,0.129226051,0.473254421,0.191683581,0.181566492
1195,0.215864123,0.208631828,0.582838479,0.230438214,0.282574085
1200,0.152441815,0.151195234,0.578409359,0.234758543,0.271024809
1205,0.087152822,0.090616595,0.552890588,0.140887635,0.246350375
1210,0.143873056,0.1954101,0.644875493,0.256167697,0.320308916
1215,0.051483396,0.127818415,0.533707511,0.143689433,0.208119033
1220,0.083329491,0.186260463,0.546994871,0.213948246,0.206068227
1225,0.046108243,0.186361008,0.474222374,0.222631679,0.154301566
1230,0.045096185,0.184903099,0.473137093,0.254670554,0.133512869
1235,0.110272727,0.294447377,0.562423462,0.372410209,0.192057984
1240,0.143400763,0.329009879,0.486688441,0.350787177,0.213213667
1245,0.028633373,0.292059422,0.463369563,0.311904217,0.141564981
1250,0.089604252,0.3935852,0.505783522,0.337355659,0.157302219
1255,0.073568753,0.367418244,0.418022413,0.38896434,0.127338863
1260,0.035222996,0.426614383,0.409398828,0.490085701,0.159504137
1265,0.053934826,0.429555338,0.475542311,0.543790383,0.18368206
1270,0.022088731,0.462182339,0.52880908,0.524455842,0.132908421
1275,0.015499108,0.400246336,0.450727505,0.689334135,0.130188404
1280,0.054069767,0.423723701,0.438877409,0.70958835,0.207039662
1285,0.071454676,0.38134379,0.404881712,0.725308358,0.173449618
1290,0.047727536,0.396475882,0.361059821,0.686211521,0.156352372
1295,0.068036169,0.318528014,0.262152582,0.707257083,0.1987285
1300,0.093405092,0.388507654,0.245140067,0.705203857,0.210105077
1305,0.125318658,0.396375336,0.223698433,0.535470542,0.22722391
1310,0.090256467,0.438101702,0.241444245,0.424574972,0.198620563
1315,0.066416876,0.388130609,0.171692936,0.276528851,0.078983016
1320,0.145177487,0.467712339,0.225429016,0.215723431,0.129195382
1325,0.129771713,0.512002614,0.249393196,0.138299715,0.089172284
1330,0.068013679,0.480305658,0.167058492,0.059592734,0.02389189
1335,0.032186821,0.386622427,0.208357838,0.072788986,0.045565672
1340,0.06317829,0.445567202,0.233641954,0.036750599,0.07147059
1345,0.0182654,0.400874745,0.25083046,-0.007907057,0.033584647
1350,0.084498981,0.444360657,0.290047239,0.082884012,0.057611459
1355,0.098397912,0.523942387,0.233788614,0.018121855,0.035894502
1360,0.127365264,0.587562527,0.257928785,0.00111858,0.016854387
1365,0.129524321,0.498630068,0.289489933,-0.008527303,-0.007992747
1370,0.122057582,0.560716889,0.320317782,-0.02176633,0.012385789
1375,0.136968571,0.563004298,0.389629113,0.010571973,0.092431986
1380,0.095474189,0.352135334,0.321403063,-0.001426564,0.023265855
1385,0.126060834,0.354070834,0.418521055,-0.002282075,0.013767385
1390,0.114568352,0.29173265,0.390303747,-0.036267236,-0.002725413
1395,0.134719553,0.251137421,0.471171854,-0.011799631,0.042111683
1400,0.121652758,0.170776462,0.455039297,0.071527108,0.081918907
1405,0.104515241,0.135660961,0.493464115,0.085022789,0.041831046
1410,0.116569978,0.139833597,0.531918264,0.129744609,0.098476467
1415,0.02701408,0.020083955,0.421542243,0.169675569,-0.005035268
1420,0.103728085,0.055450821,0.478768822,0.344991092,0.109853044
1425,0.125048776,0.03471332,0.494490732,0.335708801,0.09348977
1430,0.150642601,0.007515773,0.501207742,0.336350434,0.109119071
1435,0.159886065,0.087977277,0.42928587,0.336842353,0.116113399
1440,0.133909907,0.009727773,0.444010495,0.369565636,0.060094013
1445,0.188201202,-0.040896865,0.373349896,0.316117607,0.114753391
1450,0.144165429,-0.038332956,0.28441551,0.197458278,0.016444226
1455,0.165103787,0.063293367,0.32242968,0.227636417,0.015796603
1460,0.207835129,0.039438956,0.17984721,0.161569605,-0.022974424
1465,0.138655335,-0.017947364,0.141158406,0.146619557,-0.006848613
1470,0.101186694,-0.029635774,0.123119274,0.087054626,-0.017059468
1475,0.056971,-0.094160822,0.071876407,0.054331344,-0.098487261
1480,0.111419726,-0.010708091,0.124761861,0.096336917,-0.0583994
1485,0.099050127,-0.044240002,0.13649463,0.03463321,-0.080871916
1490,0.109553041,0.028228138,0.15740829,0.009310095,-0.065588015
1495,0.132088202,0.001608727,0.15802426,0.003963153,-0.091449758
1500,0.172930369,0.003493955,0.206480595,0.077066539,-0.011317211
1505,0.204416622,0.034386547,0.12306061,0.128824935,0.022726169
1510,0.167645177,0.055224593,0.095605932,0.046653135,-0.04486408
1515,0.178148091,0.07827464,0.125260504,0.101106389,0.034210683
1520,0.179475012,0.020988865,0.073518995,0.0007336,-0.02200299
1525,0.169354431,0.044340547,0.14397427,0.041156479,0.01851662
1530,0.22040714,0.11271146,0.1059601,0.120590645,0.080191912
1535,0.134202279,0.020410728,0.047589576,0.069260005,0.000447939
1540,0.20419172,0.081190458,0.131713527,0.097235203,0.055884464
1545,0.158109341,0.134379006,0.018873625,0.042846113,0.069268672
1550,0.223600745,0.088480004,0.014385841,0.139219389,0.078594442
1555,0.142186293,0.079606867,0.016087092,0.096914387,0.064217213
1560,0.193396433,0.073926049,0.009458078,0.106945249,0.089452921
1565,0.114186019,0.04024332,-0.034510472,0.043958277,0.011522292
1570,0.159391281,0.320337833,0.00734618,0.129188527,0.033670997
1575,0.182083873,0.328104969,1.32E-05,0.020431733,0.015472792
1580,0.104087928,0.250710102,-0.102619194,-0.044373199,-0.017555979
1585,0.129052028,0.288640877,-0.038176962,-0.007735955,0.019423292
1590,0.073433812,0.149712189,-0.124676799,-0.022600453,-0.004927331
1595,0.02955547,0.113390142,-0.171578541,-0.077139258,-0.001451755
1600,0.009179367,0.181886736,-0.219301578,-0.032802418,-0.033876077
1605,0.014981834,0.217756328,-0.218040305,-0.043389362,0.025014437
1610,-0.009487483,0.272201694,-0.204283634,-0.063023332,0.007766079
1615,0.020536908,0.311112787,-0.164069569,-0.045827568,0.030864631
1620,-0.033304583,0.263806148,-0.237780688,-0.077075095,0.033908458
1625,0.000250766,0.241057738,-0.243529745,-0.088068407,0.068081363
1630,-0.073247143,0.153306689,-0.251185376,-0.060820392,-0.008035921
1635,-0.04659628,0.273006058,-0.216163062,-0.021659391,-0.000588258
1640,-0.047203515,0.212527964,-0.199179879,-0.012612366,-0.016195971
1645,-0.063576366,0.246009602,-0.229391759,-0.049784304,-0.030335739
1650,-0.034024269,0.279290149,-0.217072352,0.008796788,0.066397543
1655,-0.046191457,0.282557876,-0.225813264,-0.010965508,0.005305111
1660,-0.052106374,0.26282583,-0.141982633,0.076895437,0.069160735
1665,-0.001908292,0.375587563,-0.134502993,0.091011363,0.066656593
1670,-0.038859658,0.313500742,-0.172839814,0.1671732,0.111385751
1675,-0.046393868,0.234220647,-0.103733807,0.110174802,0.076219825
1680,-0.077025494,0.205992509,-0.156707257,0.107929087,0.085545595
1685,-0.066185227,0.155367871,-0.097046129,0.227935845,0.088459899
1690,-0.022306885,0.186109645,-0.126818029,0.282709916,0.110479079
1695,-0.020282769,0.14963678,-0.078508354,0.346873215,0.092755798
1700,-0.065060718,0.102732323,-0.124471475,0.298536863,0.051092054
1705,-0.123872539,0.065178594,-0.1211863,0.381735275,0.059381628
1710,-0.061349838,0.087147777,-0.040494184,0.350637462,0.087596401
1715,-0.100820104,0.069753412,-0.057242711,0.404513247,0.159741598
1720,-0.147982012,-0.003669909,-0.019844511,0.337997292,0.137377019
1725,-0.122793011,-0.0107835,0.077214817,0.369223432,0.150502178
1730,-0.166828783,-0.11188196,0.071348432,0.351514361,0.111191464
1735,-0.181919694,-0.084508458,0.102058954,0.449384781,0.079090953
1740,-0.169370174,-0.107583641,0.082201243,0.411913414,0.084142412
1745,-0.196875664,-0.114194505,0.184833637,0.476761122,0.107607951
1750,-0.197955193,-0.128673051,0.213608252,0.49881191,0.136599872
1755,-0.215295122,-0.14264887,0.188441463,0.439631959,0.048868549
1760,-0.239741948,-0.145363598,0.198091665,0.508201139,0.116674672
1765,-0.219613236,-0.194077872,0.207243225,0.513441142,0.119740087
1770,-0.215722435,-0.155845462,0.248278583,0.608103397,0.124921071
1775,-0.203487777,-0.168891235,0.250038498,0.617514014,0.089366571
1780,-0.160396592,-0.141844506,0.294007048,0.693868341,0.143658962
1785,-0.155898556,-0.148882689,0.344751273,0.838278541,0.182732213
1790,-0.173688288,-0.170399417,0.318323211,0.863451943,0.112357186
1795,-0.169325193,-0.190056054,0.288903294,0.891705182,0.098476467
1800,-0.114629075,-0.150868461,0.412684003,1.011733329,0.233635377
