Time,cell4_7,cell4_8,cell4_1,cell4_2,cell4_3
175,0.478020456,0.427837986,0.644390991,0.726801423,-0.115682064
180,0.413224841,0.476368363,0.540300413,0.634592987,-0.108458871
185,0.35708926,0.387427477,0.512730726,0.628690019,-0.150164517
190,0.411492834,0.340281883,0.418060946,0.479853798,-0.201416008
195,0.473473938,0.348622058,0.474262469,0.602472698,-0.140669718
200,0.496484887,0.345726601,0.401158927,0.501226614,-0.137249549
205,0.56251765,0.257603996,0.293974263,0.388378144,-0.20373866
210,0.598240292,0.251624247,0.302240552,0.431368037,-0.227603274
215,0.686387071,0.368953202,0.328609549,0.413821973,-0.224438341
220,0.734171904,0.468468801,0.300947501,0.415938899,-0.143681509
225,0.759904578,0.507651888,0.235509902,0.398677806,-0.168184214
230,0.912228399,0.670804598,0.283306596,0.479243146,-0.165274518
235,1.086387878,0.711026273,0.313600925,0.479894508,-0.215147732
240,1.176266665,0.891111111,0.288016994,0.507455263,-0.17346761
245,1.262403079,0.853627531,0.304641931,0.574708392,-0.124794007
250,1.493316713,1.087718938,0.351145575,0.613993663,-0.089545845
255,1.528513567,1.145407772,0.418846013,0.662764395,-0.106085171
260,1.575927256,1.56015052,0.466273263,0.785424005,-0.10942877
265,1.597824771,1.75773399,0.389798553,0.689266687,-0.108739631
270,1.734313101,2.092914614,0.359365682,0.743329734,-0.153329449
275,1.780365927,2.346928024,0.37723749,0.777689081,-0.086814815
280,1.987062393,2.747004652,0.318126603,0.852066481,-0.103379664
285,2.044002119,2.551907499,0.313323843,0.915167177,-0.016854487
290,2.018424089,2.442824302,0.341770957,1.020158592,0.040650298
295,1.911720093,2.031921182,0.367308708,1.063718428,0.033222916
300,1.861770251,2.038247126,0.334936261,1.035669151,0.1163024
305,1.666022543,1.806704981,0.177738246,0.913090961,0.101090304
310,1.751200168,1.803998358,0.374328126,1.0772749,0.281950895
315,1.660579093,1.637226327,0.301178403,1.032778732,0.298617839
320,1.753396105,1.62551861,0.3421404,1.046660885,0.418987377
325,1.671002063,1.34295977,0.521227916,1.177747491,0.479146622
330,1.648578759,1.42220717,0.545564977,1.204127653,0.551965599
335,1.461831301,1.246056377,0.768800936,1.341280068,0.665214038
340,1.435418196,1.198501642,0.886330005,1.456937537,0.782061312
345,1.326023404,1.138074713,0.921334733,1.431982229,0.794082952
350,1.397499617,1.184968528,1.070820625,1.484498292,0.905595783
355,1.294321492,1.042146962,1.289715629,1.566529196,1.010013039
360,1.16547255,1.006079639,1.278493797,1.472040993,1.011033985
365,1.207844862,1.078654899,1.222984979,1.375965095,0.922543487
370,1.066346084,0.888530378,1.287175708,1.264948581,0.793623526
375,0.937404356,0.829519704,1.357323706,1.37751208,0.798294354
380,0.872113882,0.867601259,1.508472092,1.404340053,0.813480927
385,0.881423419,0.805348933,1.54952645,1.421153336,0.727925648
390,0.871557166,0.755276409,1.668302389,1.485516045,0.764552088
395,0.855752603,0.773530378,1.584207916,1.41932138,0.67236066
400,0.926548385,0.794081828,1.54707889,1.49023842,0.586958524
405,0.833638586,0.703630268,1.585824229,1.468295662,0.558703842
410,0.806266691,0.77142173,1.421144992,1.425183638,0.48297517
415,0.878206835,0.815483032,1.516368937,1.456164044,0.564216951
420,0.896980553,0.91805145,1.5482334,1.491785405,0.491908448
425,0.790338414,0.886988232,1.663130187,1.547802538,0.522843113
430,0.788451763,1.154094143,1.55793128,1.409225269,0.518121237
435,0.863701277,1.104902846,1.53618032,1.45498345,0.535962269
440,0.824916694,1.154471812,1.425485948,1.310055401,0.498544597
445,0.80867913,1.198123974,1.501775937,1.381053861,0.496426134
450,0.833422085,1.172253695,1.506070712,1.403647981,0.559061174
455,0.852350446,1.264310345,1.619305005,1.492396056,0.57588126
460,0.751646617,1.09788451,1.386463527,1.34848576,0.546937439
465,0.781833023,1.073808155,1.583607571,1.492029665,0.671288667
470,0.763801594,0.97621237,1.38567846,1.357360568,0.556917187
475,1.016550886,1.075633552,1.566336109,1.550937218,0.699339159
480,0.948074756,1.123314176,1.525651194,1.743129724,0.67983909
485,0.913991335,1.124824849,1.553267061,1.757541108,0.712407269
490,0.934589845,1.085389984,1.503299889,1.666879657,0.811005132
495,1.016612743,1.125989327,1.497896785,1.698348585,0.806666112
500,1.00151954,1.103014505,1.401933954,1.586314318,0.821725066
505,1.056077757,1.113998358,1.255495967,1.440002124,0.747527812
510,1.000746323,1.045010947,1.21578084,1.475257093,0.712866694
515,1.09841914,1.015710181,1.236238749,1.289618918,0.70074296
520,1.133801567,1.082116858,1.000718808,1.214386605,0.681268414
525,1.29057912,0.984332239,1.04837696,1.162074092,0.703091136
530,1.244155149,1.092093596,0.99619313,1.064980441,0.647347482
535,1.349776641,1.004474548,1.085644528,1.125068588,0.740968234
540,1.263454654,1.054735906,1.145632842,1.170704639,0.69214149
545,1.140946095,1.014703065,1.032952713,1.16121918,0.740636427
550,1.125172461,0.983104817,0.996747295,1.18080075,0.697348315
555,1.175864591,1.178768473,1.226956492,1.275899605,0.690023027
560,1.167946846,1.150411877,1.292717354,1.370469228,0.777875433
565,1.06572751,1.151261631,1.316638791,1.443951006,0.727338605
570,1.041974273,1.175841544,1.292809715,1.279034285,0.706179498
575,0.951755271,1.117145594,1.169415738,1.178520983,0.696378416
580,0.915939842,1.082431582,1.072806382,1.096123688,0.644999306
585,0.865185855,1.120135468,1.088138268,1.087940953,0.537034263
590,0.768255326,0.968753421,0.937682588,0.937802007,0.418834235
595,0.831999365,1.065688287,1.177959108,1.065957484,0.456507144
600,0.750564112,0.954622332,0.961511665,0.987346231,0.441882092
605,0.626509119,0.903700055,0.860053368,0.885570915,0.356837287
610,0.692263523,0.955157362,0.87353804,0.964914951,0.480065474
615,0.641014676,0.990469349,0.786949826,0.911014744,0.405791649
620,0.464195329,0.793483853,0.73647467,0.843069544,0.370849771
625,0.481206112,0.9192474,0.864671407,0.9257111,0.365566375
630,0.398904855,0.756409414,0.765291228,0.954045348,0.323962824
635,0.453957932,0.790871648,0.96700713,1.132966352,0.357832709
640,0.39073968,0.706997811,0.815258399,1.018977999,0.354769871
645,0.357738763,0.710145047,0.869012362,1.021705577,0.28100652
650,0.290592567,0.694220033,0.930894072,1.047149406,0.324167013
655,0.355295396,0.595365353,0.936620439,1.058548241,0.300047163
660,0.228487748,0.687296114,0.929739563,1.002001876,0.296499376
665,0.220167929,0.650095785,0.871367562,1.013726393,0.329424886
670,0.268076477,0.734630542,1.064309192,1.030376834,0.322788736
675,0.300396963,0.715054735,1.06537134,1.018774448,0.36860369
680,0.277788087,0.79811029,1.061861632,0.991539374,0.381620752
685,0.214105905,0.713953202,1.10651806,0.955714463,0.315565543
690,0.25094198,0.791343733,1.024917327,0.992760678,0.305994174
695,0.247447038,0.734284346,1.097143442,1.06139795,0.338102927
700,0.336397964,0.765725233,1.1963389,1.079473246,0.295733666
705,0.303087759,0.617553366,1.144847775,0.944112077,0.281440422
710,0.272684853,0.622588944,0.932602746,0.835945271,0.223450687
715,0.41133819,0.620952381,1.075761926,0.944397048,0.314901928
720,0.495402382,0.615948276,1.06047622,0.896440519,0.288995422
725,0.535300398,0.637601259,1.017205204,0.86773988,0.291956166
730,0.684933423,0.597033388,0.926460756,0.808995168,0.297111943
735,0.682953986,0.593571429,0.922304521,0.821248916,0.267045083
740,0.842453264,0.66309387,0.953199196,0.878446643,0.319496185
745,0.946621107,0.69151341,0.931910041,0.913620192,0.320542655
750,1.073366898,0.817686097,1.006214273,0.910526223,0.355790817
755,1.113326771,0.599677066,0.795400836,0.926891693,0.271869053
760,1.359209893,0.798425014,0.936574259,0.994226242,0.353340547
765,1.443119441,0.961609195,0.799972693,0.876818238,0.283558885
770,1.569092014,0.804341817,0.728208382,0.828454608,0.322737689
775,1.478965798,0.975457033,0.659907599,0.750901818,0.29820946
780,1.555761747,1.067922824,0.621116079,0.727778466,0.245401026
785,1.51397708,1.110914067,0.62240913,0.712267908,0.324498821
790,1.568906442,1.287253695,0.530048369,0.766982318,0.3386134
795,1.48224424,1.303399015,0.619869209,0.757211887,0.413525316
800,1.393014956,1.271486043,0.472138172,0.621321486,0.33190068
805,1.377921753,1.383622058,0.440135168,0.667323929,0.329731169
810,1.136739793,1.336224685,0.421755377,0.634104466,0.378072964
815,1.00863314,1.373425014,0.468443741,0.658856222,0.290858649
820,1.007117634,1.509417077,0.454081643,0.699281378,0.383994451
825,0.930043327,1.500195676,0.48650027,0.730546755,0.392672493
830,0.741780363,1.354604543,0.400604762,0.589445457,0.337056457
835,0.736769915,1.457582102,0.429883123,0.693052728,0.333814954
840,0.632571143,1.178076081,0.51079115,0.663537887,0.375367457
845,0.679180685,1.121772031,0.489732897,0.69993274,0.465670135
850,0.629292701,1.11456486,0.488578387,0.682834487,0.361942017
855,0.40091522,0.87175561,0.274763225,0.524024284,0.281644611
860,0.466886126,0.961294472,0.424202937,0.666998248,0.353315023
865,0.38173943,0.840692392,0.340293185,0.59030037,0.370364822
870,0.392719116,0.688114395,0.353454594,0.624456166,0.375750312
875,0.273983858,0.657932403,0.410625905,0.662153743,0.261659592
880,0.34453221,0.68990832,0.3202509,0.562332513,0.318296574
885,0.328634861,0.698909414,0.471168384,0.690528701,0.302318768
890,0.22632274,0.522790093,0.500308204,0.70652778,0.270005826
895,0.217446204,0.571886973,0.635154915,0.845634281,0.314519073
900,0.187507228,0.53688971,0.698052593,0.922332159,0.252777362
905,0.196600264,0.500255884,0.887161252,1.023822504,0.340604245
910,0.138330604,0.498273125,0.83719408,1.001879746,0.265513663
915,0.124165261,0.46204844,0.982985542,1.10959874,0.313906506
920,0.205600514,0.622620416,0.997209099,1.145545781,0.31959828
925,0.196352835,0.563924466,1.053780065,1.134472627,0.354361493
930,0.206219088,0.640339354,1.053641524,1.117089403,0.420799556
935,0.247106822,0.742058019,1.35289039,1.270363028,0.44333694
940,0.234240485,0.653274494,1.298028098,1.180434359,0.422356499
945,0.227652673,0.616420361,1.156023428,1.103492221,0.458166181
950,0.250106906,0.616829502,1.183223672,1.103858612,0.406991261
955,0.198239485,0.621990969,1.027965232,0.935888631,0.447191011
960,0.222858726,0.593634373,1.03493847,0.957383578,0.418783188
965,0.258457653,0.716030378,1.055812002,0.947450307,0.441805521
970,0.222487581,0.70218254,0.985894906,0.855608262,0.42942655
975,0.342521845,0.715935961,0.848692995,0.803987822,0.419063948
980,0.428905689,0.656012589,0.833915273,0.762382073,0.5126847
985,0.54071292,0.69658046,0.780068949,0.742556242,0.520928839
990,0.491969297,0.663471538,0.581678034,0.683404429,0.566207796
995,0.628055553,0.78917214,0.743817351,0.807448183,0.550638369
1000,0.644509619,0.789203612,0.634785472,0.716908862,0.50255181
1005,0.648777779,0.788825944,0.560111797,0.580285679,0.491423498
1010,0.868433367,0.853721949,0.590221405,0.624496876,0.518529616
1015,0.878206835,0.897342638,0.476202045,0.579227216,0.443923984
1020,0.965858755,0.869867269,0.467381593,0.486245287,0.464113192
1025,0.950425337,1.130584291,0.512084201,0.535708091,0.412044944
1030,1.06501615,1.00290093,0.512869267,0.531026426,0.458906367
1035,1.042716561,1.06266694,0.489732897,0.556877356,0.413703981
1040,1.183967909,1.219871374,0.499938761,0.520319663,0.429324456
1045,1.088088956,1.164794745,0.438611215,0.530090093,0.390783743
1050,1.011880653,1.180845649,0.393354442,0.504646264,0.396398946
1055,0.911393324,0.989776957,0.401251288,0.545722782,0.399614926
1060,1.057624192,1.082179803,0.51559391,0.713611342,0.386266056
1065,1.02805636,1.036104269,0.51684078,0.67420394,0.39971702
1070,0.936012565,0.981185003,0.413119645,0.578779404,0.33141573
1075,0.98398297,1.071825397,0.560619781,0.628405048,0.371079484
1080,0.853773166,1.038842365,0.395940544,0.496341399,0.258239423
1085,0.84514406,1.036922551,0.443460155,0.599215888,0.307270356
1090,0.818700027,0.986000274,0.557387154,0.708685417,0.371385768
1095,0.747100099,1.040573344,0.542193809,0.739014461,0.291547787
1100,0.631179351,0.841133005,0.496475232,0.639233942,0.273145235
1105,0.574517983,0.891803503,0.613403956,0.658611962,0.240372867
1110,0.466143837,0.842391899,0.584679759,0.654011717,0.183608267
1115,0.452473354,0.885288725,0.750421145,0.800446041,0.213675128
1120,0.387121023,0.946376574,0.842689545,0.960966069,0.220949369
1125,0.330274082,0.768557745,0.808654605,0.8549569,0.176767929
1130,0.313943731,0.767487685,0.826988216,0.820434713,0.125746151
1135,0.336212391,0.669262452,0.868088755,0.911381135,0.253925926
1140,0.266004255,0.670899015,0.912976085,0.94512983,0.233507005
1145,0.256818432,0.696611932,0.98155395,0.961495301,0.289429324
1150,0.21376569,0.501231527,0.8371479,0.830164434,0.236774032
1155,0.229415609,0.506676245,0.841442675,0.885041684,0.259872937
1160,0.20263136,0.428215654,0.915516006,0.897376852,0.313574698
1165,0.254405994,0.488516694,0.98760358,0.926036781,0.342901373
1170,0.251096624,0.592879037,0.969777953,0.929578562,0.417813289
1175,0.173156314,0.457799672,0.959664449,0.899045967,0.419063948
1180,0.203961293,0.468972359,0.90397091,0.919604581,0.42649133
1185,0.201548855,0.523797209,0.862500929,0.808303096,0.431570537
1190,0.127319988,0.523388068,0.879264407,0.819701931,0.426721043
1195,0.152743375,0.539659278,0.932556566,0.863180346,0.436879456
1200,0.152186659,0.371282157,0.966499146,0.955510912,0.462734915
1205,0.056060276,0.435989327,0.946087417,0.871566632,0.353672354
1210,0.074493778,0.523293651,0.894873375,0.861063419,0.296499376
1215,0.10452554,0.559770115,0.90387855,0.9128467,0.361482591
1220,0.124598263,0.484771483,0.726684429,0.704288723,0.290858649
1225,0.111453568,0.606191845,0.727792759,0.708481866,0.302880289
1230,0.046750739,0.396648878,0.593684933,0.562291803,0.2719201
1235,0.059122217,0.494024357,0.608970639,0.592987238,0.26283368
1240,0.104865756,0.507998084,0.679580441,0.698019364,0.284401165
1245,0.078390793,0.489146141,0.684152299,0.633941625,0.253721737
1250,0.057173709,0.423778051,0.632753535,0.637646247,0.280113192
1255,0.117732093,0.525717022,0.740954167,0.66789387,0.289684561
1260,0.127103487,0.599142036,0.646561469,0.749191992,0.225671244
1265,0.169908801,0.535379037,0.704102223,0.650184966,0.241317242
1270,0.177826547,0.6457526,0.791152241,0.720206383,0.290092939
1275,0.15926933,0.489775588,0.653580887,0.689755208,0.372891663
1280,0.133041797,0.602603996,0.702855353,0.711616546,0.283099459
1285,0.210703749,0.580258621,0.725345198,0.703555941,0.334121237
1290,0.243302593,0.578873837,0.665726327,0.756967627,0.329348315
1295,0.2521482,0.602918719,0.745849287,0.782167195,0.292390068
1300,0.271354919,0.665957854,0.725252838,0.802562968,0.254308781
1305,0.33435667,0.547275588,0.684475562,0.804028532,0.270669441
1310,0.357274832,0.601376574,0.580292623,0.689633078,0.279934526
1315,0.396306845,0.662653257,0.623748361,0.696960901,0.318909141
1320,0.43908123,0.658341544,0.662031897,0.768651433,0.318960189
1325,0.515073032,0.74407225,0.641158365,0.708156185,0.336214177
1330,0.626601905,0.539376026,0.517487305,0.712349328,0.284732973
1335,0.671912442,0.69591954,0.542794154,0.616843372,0.360997642
1340,0.749976467,0.719209086,0.565099278,0.688656035,0.368807879
1345,0.745058805,0.784828955,0.577013816,0.639152521,0.325213483
1350,0.796214866,0.877137384,0.596825199,0.681083951,0.376516022
1355,0.792286921,0.83266694,0.698976201,0.705184346,0.35308531
1360,0.805246044,0.858474275,0.669143675,0.604874595,0.37720516
1365,0.868773583,0.955723864,0.749312816,0.685765616,0.332972673
1370,0.782266024,0.889474548,0.669466938,0.633168133,0.34958857
1375,0.782729955,0.8501341,0.641712529,0.68067685,0.359440699
1380,0.729006812,0.880504926,0.595070345,0.545478521,0.316484395
1385,0.782049524,0.881323207,0.621624064,0.555208241,0.360053267
1390,0.934033129,0.981468254,0.762658946,0.695332496,0.400661395
1395,0.823524903,0.828701423,0.597056101,0.537865727,0.228147038
1400,0.87217574,0.891772031,0.602690108,0.502407207,0.232741296
1405,0.778771082,0.878585112,0.673438451,0.553783387,0.26311444
1410,0.779389656,0.812933771,0.557433335,0.544012956,0.235191566
1415,0.806947123,0.818158183,0.609940427,0.529723702,0.303952282
1420,0.726285087,0.918680898,0.546950388,0.504483424,0.256733528
1425,0.573002477,0.732553366,0.494073852,0.527973167,0.184858926
1430,0.566816738,0.757101806,0.595024164,0.649859285,0.227611042
1435,0.472453291,0.687673782,0.487054435,0.588468414,0.232179775
1440,0.436081146,0.671213738,0.538268477,0.578250173,0.244175891
1445,0.392811902,0.71606185,0.471306925,0.550160185,0.29254321
1450,0.335160816,0.591651615,0.305611719,0.41626458,0.162576779
1455,0.343542492,0.786843186,0.397325955,0.510264262,0.208136496
1460,0.350037518,0.564742748,0.27296219,0.366842487,0.196957137
1465,0.272839496,0.631715928,0.24991818,0.393955431,0.213139132
1470,0.309799286,0.65922277,0.324730397,0.337368356,0.189657373
1475,0.265261966,0.550706076,0.175660128,0.2482946,0.162117353
1480,0.324737846,0.602320744,0.260216405,0.302276227,0.281772229
1485,0.254003921,0.530469349,0.116179798,0.145420111,0.152265224
1490,0.193971325,0.413675424,0.079743478,0.119732021,0.160432792
1495,0.197806483,0.478130816,0.054436629,0.091560614,0.154638924
1500,0.286602765,0.597253695,0.155664024,0.121116165,0.157216812
1505,0.202105572,0.428404488,-0.02554779,0.046901605,0.077429879
1510,0.164156064,0.513820471,-0.032243945,0.096201568,0.069721737
1515,0.227188743,0.595900383,0.031346439,0.114195444,0.09861451
1520,0.312335439,0.530469349,-0.002780862,0.031228207,0.146139548
1525,0.263158815,0.49433908,0.076464671,0.09355541,0.116506589
1530,0.246642892,0.512058019,-0.033998799,0.069373595,0.08072243
1535,0.242281946,0.53742474,-0.037092885,0.067093828,0.117502011
1540,0.206806733,0.395201149,-0.082903822,0.069455015,-0.005675128
1545,0.200590066,0.437720307,-0.023700574,0.083622139,0.093611874
1550,0.142536906,0.380157362,-0.09107775,-0.02568455,0.02633153
1555,0.144423556,0.380597975,-0.066140344,0.011687346,-0.017007629
1560,0.172475882,0.461072797,-0.064108407,0.066930987,0.067730892
1565,0.055812846,0.466643404,-0.145570599,-0.082963697,-0.013510889
1570,0.082535239,0.404359606,-0.105901652,0.010343912,-0.022801498
1575,0.07941144,0.314537493,-0.059028566,-0.02576597,0.013518657
1580,0.091782918,0.405775862,-0.061152863,0.020847125,0.008771258
1585,0.073349416,0.426075534,-0.085905547,-0.023934014,-0.075941739
1590,0.025502726,0.346198686,-0.078147243,-0.062120113,-0.148352337
1595,0.030884319,0.320517241,-0.034830046,0.042382781,-0.075227077
1600,0.085504393,0.281711823,-0.065216737,0.002324017,-0.066549036
1605,0.121690966,0.461765189,-0.034275882,0.027645716,-0.05748814
1610,0.099051161,0.242969349,-0.062307373,-0.050802697,-0.077090304
1615,0.06496774,0.268273125,-0.108811016,-0.032645981,-0.067646553
1620,-0.014240647,0.223487958,-0.185008644,-0.034722198,-0.113563601
1625,0.051761187,0.189718117,-0.086182629,0.017508894,-0.093068109
1630,0.056833493,0.298706897,-0.031089435,-0.021776378,-0.032474962
1635,0.048173459,0.220277778,-0.096896478,-0.0001593,-0.077600777
1640,0.075019566,0.338047345,-0.002688501,0.065343293,-0.08245027
1645,0.088628191,0.239475917,-0.099066956,-0.03854895,-0.120250798
1650,0.070596762,0.264433498,-0.093987114,-0.021369276,-0.135564988
1655,0.039822711,0.215273673,-0.157161874,-0.062445794,-0.121067554
1660,0.127629275,0.299871374,-0.056119202,0.069780696,-0.012413372
1665,0.028131665,0.215210728,-0.166905935,-0.039810963,-0.10440061
1670,0.072452484,0.166963602,-0.158962909,-0.091024302,-0.138729921
1675,-0.012384925,0.110093049,-0.204727666,-0.144191727,-0.173569705
1680,0.030667818,0.2331185,-0.246567091,-0.149850435,-0.197638507
1685,0.034626691,0.169229611,-0.128899481,-0.051291219,-0.135105562
1690,0.013842608,0.238405857,-0.158177843,-0.056420695,-0.117341101
1695,-0.006291972,0.120762178,-0.185331906,-0.078526293,-0.217189624
1700,-0.015756153,0.14493295,-0.124142902,-0.093059808,-0.185744486
1705,0.021048994,0.218011768,-0.16154901,-0.107552613,-0.170047441
1710,0.034008117,0.207562945,-0.157485137,-0.092571287,-0.196081565
1715,0.012079672,0.053348385,-0.185608989,-0.124365896,-0.151134415
1720,0.030111101,0.139645594,-0.151019884,-0.082068074,-0.16647413
1725,-0.041272326,0.10543514,-0.197477347,-0.144273147,-0.170430295
1730,0.035399908,0.077865353,-0.118924519,-0.104702905,-0.134926897
1735,-0.028900848,0.089038041,-0.180575327,-0.13543905,-0.235413511
1740,0.002522706,0.102350848,-0.095741968,-0.051128378,-0.099500069
1745,-0.027045126,0.058918993,-0.128299136,-0.065214082,-0.166933555
1750,-0.000601092,0.119755063,-0.106501997,-0.075310193,-0.172038285
1755,0.047523956,0.01218254,-0.137627573,-0.10657557,-0.205959218
1760,0.023214002,0.080634921,-0.171062169,-0.042945643,-0.17242114
1765,0.028410023,0.12265052,-0.071866711,0.020684284,-0.16088445
1770,0.026183157,0.117142857,-0.122157146,-0.043800556,-0.133140241
1775,0.000203054,0.121548987,-0.087152417,0.028541338,-0.180231377
1780,-0.019096452,0.094923372,-0.165474343,-0.072338354,-0.183983354
1785,-0.076221751,-0.012869458,-0.146586567,-0.029999823,-0.184391733
1790,-0.043561049,0.088912151,-0.162842061,-0.035821371,-0.2763024
1795,-0.050334433,0.048155446,-0.178081587,-0.037531196,-0.242126231
1800,-0.018477878,0.058824576,-0.131993567,-0.003497531,-0.225637953
