sec,D5_1,D5_2,D5_3,D5_4,D5_5,D5_6,D5_7,D5_8,D5_9,D5_10
221.237,39709.832,25774.482,44493.125,21086.416,17242.404,27693.4,33746.715,36451.633,34690.172,17192.982
231.294,40033.645,25759.322,44416.645,20805.777,17210.047,28291.875,33273.734,37198.633,34678.73,16885.053
241.35,29230.146,26185.303,45489.375,20780.486,16850,27281.449,33760.934,37012.301,35276.586,16883.553
251.406,26536.562,26135.41,44989.32,20795.764,17416.809,27626.725,34108.965,37424.566,34599.973,16787.5
261.462,25319.459,26555.215,44772.93,20813.93,17360.453,28543.85,33731.266,38920.066,35186.414,16791.303
271.519,23745.791,26363.785,44791.105,20596.848,17077.928,27734.775,33873.266,38166.066,34950.43,16732.25
281.575,23499.604,25923.553,45010.395,20624.027,17366.381,26945.725,34171.102,37968.332,34697.484,16995.5
291.631,22957.709,25971.125,48606.84,21072.861,17669.119,27127.9,34389.965,37584.301,35084.156,16813.197
301.688,23395.521,26427.303,49008.48,21308.209,17578.238,27604.551,34959.117,37618.066,34428.828,16935.75
311.744,22728.312,45479.52,48036.43,21091.18,17326.143,27371.4,34106.184,37372.367,34992.188,16737.518
321.8,23503.166,26061.928,45510.535,21197.639,17310.977,27188.25,34144.965,37602.535,35722.027,17478.822
331.856,23180.166,26116.465,61469.855,21089.986,17271.596,27260.324,33889.367,37940.035,35913.871,16789.732
341.912,23486.375,25570.303,45603.605,20983.416,17578.215,27338.6,34314.383,39027.266,36243.07,16728.465
351.969,22913.584,25541.535,46307.93,20675.75,17237.285,27667.975,33433.984,37976.766,35757.129,16323.804
362.025,22193.479,25645.215,46112.73,20832.223,17910.166,26597.25,34043.398,38551.434,34424.516,16643.822
372.081,22967.438,25740.482,46260.18,20419.111,16964.023,26837.699,34463.449,38473.766,35331.672,16562.035
382.137,23893.312,26273.91,45647.41,21012.875,16808.691,27663.725,34529.852,39169.965,35297.145,16506.018
392.194,23204.875,25406.84,45770,20619.834,16993.215,26790.1,34382.215,38341.133,36211.613,16388.107
402.25,23056.584,26016.572,45673.93,33886.055,17248.357,27306.85,34132.332,38415.867,35947.801,16138.429
412.306,23631.146,25695.125,45471.215,20586.305,16968.953,26556,34328.617,38077,35492.043,16253.446
422.362,23535.771,25807.072,45681.555,20691.041,17106.215,27418.176,34085.734,37786.066,35313.527,15978.786
432.419,24116.584,25802.518,46325.32,21056.986,17249.381,27591.699,34855.266,38163.168,35783.129,16394.857
442.475,24647.875,25784.393,45984.09,21394.777,26208.191,26811.225,34063.832,37950.035,35038.188,16421.375
452.531,24279.812,25778.303,45309.32,20699.25,17951.477,27363.074,34074.434,37095.699,35480,16145.214
462.587,24564.021,25589.197,45211.75,21025.834,16970.023,26549.75,33884.434,36823.133,35548.957,16447.072
472.644,24794.354,26041.553,45533.145,20492.166,17247.453,26917.125,34550.984,37680.199,35355.328,16075.643
482.7,24402.541,26197.393,44743.41,20467.416,17068.904,26961.65,34232.516,38010.602,34822.672,16560.535
492.756,24744.959,25710.232,45678.375,20889.902,17047.715,26927.676,33818.801,37543.133,34669.613,16762.518
502.812,24296.688,26822.965,45406.91,20319.18,17152.643,26836.6,34029.285,37988.066,34832.457,16229.161
512.869,24937.312,27084.732,45668.66,20843.402,17323.072,26887.4,34074.418,38071.332,34385.188,16312.339
522.925,24124.541,26708.75,45173.16,20875.152,17413.904,26692.574,34316.617,38559.965,34753.129,16518.928
532.981,25100.604,26671.75,45353.125,20283.834,17577.285,26915.074,34824.883,38489.301,34999.441,16546.91
543.037,24438.771,26656.59,45195.785,20502.777,17203,27280.301,33813.102,38339.668,34823.914,16563.535
553.094,24581.625,26511.303,44665.605,21001.68,17224.191,27213.699,34744.418,36650.668,35380.73,16129.375
563.15,24267.416,26535.643,45585.395,20426.889,17520.785,26794.35,33088.715,37089.898,34525.586,16196.571
573.206,23715,26600.625,44769.965,21062.291,17477.357,26714.85,33302.016,37500.867,35005.484,16534.857
583.262,24083.959,26777.697,44638.23,20325.598,16673.547,27286.75,33914.117,37990.867,34178.23,15909.893
593.319,23880.084,26204.965,44964.355,20753.486,17184.834,26709.625,33340.117,36742.566,34849.285,16194.411
603.375,23819.188,27454.697,44921.16,21007,17089.096,26508.324,33723.484,37108.266,34871.145,16539.268
613.431,24431.666,26525.697,46252.625,20679.25,17847.523,27087.676,33226.465,36948.668,34359.129,16931.178
623.487,24423.709,26640.697,46061.27,20625.166,17112.238,27287.9,34334.285,36180.566,34603.629,16239.054
633.544,24056.562,26508.303,46261.77,20732.264,17570.238,26707.301,33501.766,37020.766,35389.742,16799.572
643.6,24406.979,26241.285,46717.105,20770.389,17488.404,26287.025,34009.434,36975.633,35084.156,16849.482
653.656,26070.562,26829.053,47578,21021.084,17433.977,26375.85,34108.965,36119.832,35070.27,16042.357
663.712,25494.291,27118.822,46778.41,20337.445,17323.072,26713.775,33421.316,35499.898,35204.027,16245
673.769,24973.562,27003.785,45781.32,20426.848,17369.5,26854.551,34104.066,36073.266,34933.484,16756.465
683.825,24569.416,27537.107,47149.84,20628.68,17183.809,27143.699,33595,35523.898,34547.355,16508.375
693.881,25124.479,26627.09,46643.84,20521.027,17135.5,27133.199,34356.117,36419.199,35217.941,16112.732
703.938,25632.854,27657.465,47123.25,20958.139,17406.881,26551.824,34569.367,36393.801,35335.328,16011.321
713.994,24886.188,26888,46013.535,20780.5,17156.619,26598.324,34251.633,36357.066,35258.473,16174.696
724.05,25277.125,27018.875,46190.59,20356.18,17051.738,26683.074,33554.715,36546.199,35109.043,16360.821
734.106,26406.959,26687.59,46141.43,20586.305,17349.262,26362.1,33389.551,36275.199,34164.27,16351.75
744.162,25317.771,27251.928,46905.48,20560.459,17104.285,26247.824,33611.266,36224.266,34934.086,16642.232
754.219,24556.959,26861.66,46758.715,20579.264,17224.215,25976.699,33332.984,36481.398,34767.656,16229.143
764.275,25522.479,27085.447,46344.25,20456.834,17100.143,25640.85,33600.684,36763.801,34278.715,16383.5
774.331,25103.229,26814.678,46442.5,20793.361,17458.191,26533.75,32946.832,36608.398,34229.688,16630.928
784.387,26007.084,27167.928,45787.355,20785.152,17126.357,27314.301,33753.148,36458.867,34353.699,16684.572
794.444,25857.812,27065.91,46436.5,20918.777,17171.785,26016.926,33636.648,36615.566,34411.145,16338.107
804.5,25498.688,26582.482,46136.93,20751.625,17104.238,26490.35,33760.918,35916.535,34348.242,16981.965
814.556,25668.166,27504.59,46553.66,20570.973,17320.023,34487.375,33518.699,36110,34517.699,16789.715
824.612,24829.709,27034.09,47946.355,20813.43,17060.762,28193.275,33753.852,36263.965,33543.301,16552.928
834.669,25452.791,26814.643,46830.535,21089.93,17400.643,26419.449,33558.215,35382.699,33511.855,16692.143
844.725,25466.896,26900.928,46554.52,21054.723,16999.357,25979.85,34228.301,36150.898,33627.484,16608.947
854.781,25777.562,26822.197,46780.715,20596.389,16946.857,26138.725,34008.699,35658.035,33951.855,16590.803
864.837,25300.146,27296.518,46913.855,20708.709,17661.953,26363.199,33825.148,35922.102,34449.301,16507.5
874.894,25912.625,27471.375,47028.055,21137.625,17291.809,26252.051,34195.883,35872.699,34410.602,16820.803
884.95,25449.209,26942.535,45954.52,20605.723,17380.619,26980.699,33365.535,35865.633,33816.242,16708.803
895.006,25819.959,27720.178,46761.75,21147.625,17596.381,26784.725,33687.434,35663.801,34090.43,17119.607
905.062,26654.854,28499.41,46847.965,20205.57,17496.477,26380.176,33750.316,35915.133,33851.398,17170.303
915.119,25317.791,28036.428,47123.355,20526.223,18043.238,26720.125,33289.25,35453.266,34507.398,17065.125
925.175,25434.271,28516.072,47498.605,21150,17229.238,26038.074,33633.852,35627.066,33893.785,17096.197
935.231,26052.021,27407.053,47347.285,20727.527,17471.381,26419.324,33664.934,35484.367,33719.527,17473.572
945.287,24660.25,27792.053,47398.75,20504.5,17263.572,26187.475,32510.467,36591.5,33348.5,17150.625
955.344,24737.062,27795.875,47941.055,20795.723,17230.262,27004.949,33276.535,36995.332,33810.301,16845.678
965.4,25087.375,27599.107,49031.23,20561.639,16951.809,26479.676,33575.266,35504.266,34079.543,17331.465
975.456,24801.396,28042.447,48388.25,20822.791,17252.404,25900.426,33179.852,35535.234,33862.285,17127.143
985.512,24614.229,28164.25,48963.895,20419.764,17372.428,25923.676,33517.301,36399.465,33894.301,17108.965
995.569,23602.938,28520.66,49384.48,20851.055,17032.619,25932.15,33174.184,36803.332,34143.699,17175.59
1005.625,23923.229,27755.785,48449.43,20118.486,16898.5,26005.301,34445.766,36118.465,34437.785,16941
1015.681,24321.354,27323.84,47590.09,20589.848,17547.023,25379.375,51405.918,35923.566,34455.398,17086.982
1025.737,23775.938,27874.572,48255.84,20759.875,17443.096,26032.775,39541.383,36100,34283.543,17604.465
1035.794,24045.062,27589.357,48989.555,20400.959,17173.785,26312.35,34629.367,36485.535,34388.215,16847.215
1045.85,24206.562,27571.947,49426.055,20840.514,17359.404,25786.074,33705.133,36890.801,34980.129,17196.768
1055.906,24274.604,26620.393,48496.41,20364.459,17016.404,26622.75,33729.168,36453.102,33853.156,17357.018
1065.962,23891.479,27023.465,49266.465,20679.264,17347.238,25872.9,34120.316,36338.734,34255.059,17556.053
1076.019,24675.209,27727.053,49925.41,20400.945,17207.096,25924.725,33412.168,36782.234,34816.613,17283
1086.075,24646.104,27163.428,49494.91,20343.334,17265.619,26049.85,33575.934,36643.699,34505.027,17479.697
1096.131,23841.229,26797.285,49665.215,20899.32,17491.547,25451.301,33549.785,35691.965,34488.645,17377.535
1106.188,24456.459,27097.607,49158.355,20604.584,17888.834,25730.926,32939.801,35901.035,34077.156,17714.197
1116.244,24526.979,26944.803,48930.625,20345.055,17636.691,25809.275,33269.535,49612.602,33815.688,17380.535
1126.3,23969.188,26489.393,49485.84,20227.334,17376.453,25948.1,33670.582,39500.5,34074.07,17444.875
1136.356,23976.209,27587.143,49992.715,20085.584,17335.143,25685.5,33665.633,37940.035,34282.855,17279.25
1146.412,24320.479,27571.178,48853.41,20475.041,17312.977,25639.85,33631.75,37317.301,34109.215,17574.215
1156.469,24267.459,27345.072,49314.09,20593.32,17216.119,25974.625,33645.117,37294.801,34353.699,17611.25
1166.525,23689.396,27904.053,50022.195,20109.736,17252.453,26285.949,33394.516,37934.398,34450.5,17238.357
1176.581,23527.041,27431.215,48225.555,20310.32,17135.523,25557.25,33198.898,37499.398,33706.129,17578.715
1186.637,22988.646,27922.965,50164.445,20403.916,17014.428,25768.074,33374.699,37226.867,33901.016,17585.607
1196.694,22458.188,27832.928,49408.68,19997.889,17183.904,25724.625,33262.5,37305.965,34023.328,17559.09
1206.75,23196.041,28068.25,48982.035,20398,17349.309,25544.551,33001.832,37612.434,33978.5,17681.643
1216.806,23272.771,28359.5,49841.395,20129.695,17203.072,25358.176,33523.715,37368.168,33971.242,17764.178
1226.862,23572.916,28373.053,49404.93,19967.348,17557.047,25734.176,33150.852,37956.965,34041.457,17694.482
1236.919,23012.459,28593.893,48391.215,20496.889,16808.691,26229.801,33268.102,37813,33825.957,17454.715
1246.975,23635.562,28010.697,49111.445,19688.416,17172.785,24948.275,33354.266,38831.133,33190.586,17525.09
1257.031,23232.25,28044.803,49073.555,20252.652,17934.309,25486.324,33508.133,37759.301,34204.199,17482.678
1267.087,22930.396,28354.84,48339.07,20137.959,17391.596,25518.074,33607.602,37629.332,34454.699,18102.303
1277.144,23353.084,28221.803,48379.895,19915.555,17183.904,25528.574,32425.783,37296.133,51101.672,17949.357
1287.2,23008.959,27843.518,48697.66,19748.445,17229.191,25017.15,33753.867,36992.465,33768.457,17870.803
1297.256,23372.625,27865.428,48809.555,19781.389,17297.785,25650.551,33048.449,38689.934,33859.242,17777.697
1307.312,23319.584,28161.268,49251.32,20058.473,17389.619,24594.574,33165.75,37565.965,36134.758,17703.535
1317.369,22534.146,28005.357,49221.035,19837.834,16450.547,24971.551,33218.016,39007.633,34528.016,17050.018
1327.425,22172.25,27532.625,49556.98,19798.473,17200.023,24874.176,33191.832,37294.668,33403.516,17984.197
1337.481,22359.396,28013.678,49068.25,20138.527,17003.285,25166.475,33712.918,37835.602,34445.016,18009.947
1347.537,21708,28628.84,49681.055,19526.598,17518.762,25797.699,33281.465,37958.434,34569.129,17956.232
1357.594,21964.896,27670.25,49637.805,19483.055,17700.334,25685.375,33111.316,37347.035,34176.984,17970.643
1367.65,22072.562,28184.018,49842.965,19426.611,16954.928,25631.4,33436.816,37891.934,34727.73,18225.518
1377.706,22416.688,28260.357,50895.195,19983.764,17111.262,25589,32993.418,37862.332,34921.957,18863.285
1387.762,21899.541,28196.822,50265.02,19653.723,17052.785,25755.225,33647.25,38455.5,34263.5,18464.59
1397.819,22308.209,28886.035,49004.695,19643.791,17183.904,25736.225,33208.734,38400.465,34256.785,18387.465
1407.875,22722.166,28589.465,49229.43,19551.361,17223.238,25471.5,33256.852,40123.133,34711.371,18758.107
1417.931,22808.541,28175.66,49481.34,20175.584,17203.023,25511.725,33157.949,38572.699,34563.77,18393.518
1427.987,22306.438,28059.09,49210.48,20132.111,17322.072,25798.75,33383.168,38644.602,34097.113,18503.947
1438.044,22456.5,28695.357,49653.855,19912.041,17190.023,26104.775,33044.984,38921.566,33662.602,18062.928
1448.1,22595.938,28040.16,49278.625,19833.152,17380.572,25540.275,33334.484,38650.367,33547,18111.34
1458.156,22760.104,28857.25,50228.785,19830.25,17260.619,25961.949,33373.285,40366.066,33796.93,18293.643
1468.212,22577.396,28323.178,50365.695,20388.07,17334.166,25872.875,33916.918,39638.832,33111.844,18215.59
1478.269,22669.209,28327.697,49530.48,19985.014,17023.453,25753.199,33629.617,39352.199,33411.387,18280.768
1488.325,22936.459,27990.965,49485.84,19561.93,17518.762,26148.176,33948.715,37846.801,33888.957,18632.572
1498.381,22702.729,27876.018,49633.41,19423.111,17686.166,25757.449,34632.199,39455.234,33808.473,19427.697
1508.438,21677.166,27820.053,49426.805,19954.389,16958.977,25831.551,33837.168,39397.332,33900.957,18404.875
1518.494,22232.229,29251.303,49636.395,20606.236,17066.834,25378.301,34241.766,38163.199,33934.914,18829.215
1528.55,22781.229,28105.268,50293.055,19660.223,17188.953,26142.926,33681.949,38222.566,33847.77,18080.285
1538.606,22579.188,28997.143,50276.43,19260.736,17474.309,25599.574,33526.484,38447,34160.656,18056.84
1548.662,22447.604,28662.785,50449.645,19920.236,17288.715,25674.801,33443.234,39081.035,33825.984,18244.482
1558.719,22471.5,28287.643,50572.93,19443.027,17305.953,25745.875,34274.215,38434.367,33150,18097.018
1568.775,22175.812,28485.018,51504.145,20020.277,17182.834,25503.275,33822.418,37906.234,34613.355,18137.84
1578.831,22143.104,28260.393,50493.5,20103.223,17031.596,25629.25,34230.398,38297.434,33890.156,18370.822
1588.887,21664.834,28190.715,50493.59,19694.959,17128.477,26078.426,34282.684,37762.266,33375.742,18558.357
1598.944,23110.479,28761.928,50739.34,19400.723,17544.904,25728.824,34973.984,36614.066,34155.199,26039.268
1609,22048.646,28977.518,50616.055,19752.555,17179.857,25572.074,34340.602,37065.965,33615.355,17940.357
1619.056,22335.604,28561.447,49737,19924.375,17311.977,25495.801,33515.883,36797.668,33654.656,17839.75
1629.112,22612.584,28435.107,49476.715,19549.027,17580.215,26184.25,33882.383,36270.867,32999.855,18303.482
1639.169,23099.896,28846.643,49941.25,19606.041,17278.691,25739.375,33590.715,37575.766,33153.086,17780.018
1649.225,22435.291,29154.535,48504.695,19903.777,17289.738,25288.25,33727.035,36508.234,33473.172,17702.768
1659.281,23039.875,28426.107,49348.16,19485.43,17134.404,25186.574,33998.199,35840.266,33021.688,17576.482
1669.337,22356.771,28333.715,49778.645,19213.027,17476.428,25708.65,33287.867,35656.633,33066.473,18054.572
1679.394,22244.604,28856.428,49726.41,19918.555,17267.619,25075.375,34036.949,35930.699,33459.188,17873.75
1689.45,22138.75,28407.072,48995.645,18920.57,17486.5,24923.875,33534.984,35250,33021.07,17975.143
1699.506,22191.666,28436.59,49522.195,19268.889,17184.928,25070.1,33374.035,36701.535,33672.215,18115.107
1709.562,22195.291,28301.197,48794.445,18722.334,17502.666,24940.775,34204.266,35917.867,33590.629,17549.947
1719.619,21760.916,28801.232,47811,18794.125,17385.596,25698.125,34184.535,36303.398,33878.07,17719.482
1729.675,21437.125,28578.822,50130.395,18304.57,17194.977,25142.1,35256.301,36100.066,34086.871,17978.928
1739.731,21735.416,28577.322,48468.41,19235.361,17480.453,25080.676,34070.867,36406.535,34058.898,17884.322
1749.787,22526.229,27888.928,48907.125,18685.25,17676.072,25423.85,35092.516,35893.934,33892.559,17960.785
1759.844,22649.812,28333.803,48833.805,18668.848,17253.453,25267.125,34652.668,36679.102,34300.457,17528.84
1769.9,22579.125,28046.303,48684.66,18534.652,17568.191,25316.801,35012.75,36491.133,33396.328,17305.643
1779.956,22654.979,28080.268,47597.695,18703.473,17686.191,25470.4,34084.234,35837.434,34487.457,17202.785
1790.012,22355.916,28522.822,47751.18,18775.32,17260.453,25901.551,35519.633,37036.332,34231.516,17542.41
1800.069,22180.229,27877.572,48136.305,18777.611,17602.453,24852.949,34345.566,35531,34059.602,17568.178
1810.125,22811.312,27958.447,47777.715,19164.764,17146.572,25139,34611.102,35464.668,33704.984,17846.572
1820.181,22159.062,28857.215,48110.57,18525.223,17705.357,25763.75,34783.367,35396.965,34419.613,17619.607
1830.237,21988.709,27752.75,48406.34,18501.666,17759.881,25405.801,34366.035,36516.566,34258.043,17873.857
1840.294,22076.041,27792.803,47808.715,18398.709,17507.572,25558.25,34039.148,35522.434,34333.77,18302.678
1850.35,21648.979,27337.465,47195.215,18721.152,17757.785,26094.301,34635.016,36416.398,33986.957,18201.285
1860.406,21921.625,28371.553,47270.91,18301.611,17188.953,26210.65,35092.582,35934.934,34390.629,17919.16
1870.462,21789.312,27386.572,47065.895,18608.209,17635.738,25519.1,35419.449,35910.898,34586.07,18310.285
1880.519,22110.479,27834.428,47168.75,18999.473,17209.143,25987.25,35297.215,35861.398,34200.516,18250.607
1890.575,21996.584,27562.107,46906.215,18758.764,17483.5,25888.725,34735.934,36536.367,33851.43,18074.268
1900.631,22159.854,28136.322,46053.645,18715.277,17710.357,25747.875,34517.102,35914.965,34162.457,18123.357
1910.687,21894.209,27844.357,46028.68,18452.236,17219.191,25286.125,35102.465,36728.398,34800.328,18302.768
1920.744,21379.791,28000.09,45369.07,18534.611,17394.572,25715.051,34895.5,36575.934,34514.699,18258.053
1930.8,21303.854,27509.982,45869.18,18233.389,17700.428,25923.676,35007.016,36392.332,34961.285,18352.678
1940.856,21753.875,27506.875,45759.43,17796.834,17380.523,25860.1,34244.602,36160.832,34364.602,18407.893
1950.912,21255.271,27546.91,46356.215,18437.027,17208.119,26273.225,35438.5,36054.832,34898.941,18323.09
1960.969,21464.416,27778.482,45765.445,18564.68,17231.285,26099.475,35495.715,36410.668,35007.285,18327.678
1971.025,21739.834,27513.697,46073.355,18257.5,17315,26804.875,34596.883,36286.434,35064.156,18696.072
1981.081,21956.021,27755.715,46649.82,18558.75,17302.928,26614.225,34716.234,36331.699,35689.973,19280.09
1991.137,21983.396,27864.732,46683.82,17649.75,17176.715,26613.15,34389.367,36903.566,34896.516,18597.035
2001.194,22464.459,28306.518,46096.805,17656.75,17368.453,26801.699,34770.566,36162.234,34956.457,19322.447
2011.25,22054.896,28447.947,45236.68,17863.223,17530.809,26728.65,34868.699,36952.965,34839.688,18637.84
2021.306,21436.188,28322.34,46692.875,17606.166,17641.738,26789,34988.016,36863.965,35423.086,18717.285
2031.362,21622.416,28066.697,45595.285,17813.264,17800.072,26654.475,34806.516,37043.332,34342.199,18873.822
2041.419,21441.479,28544.018,45878.16,17949.139,18272.215,26467.025,34601.133,36478.535,34659.285,19065.285
2051.475,21591.479,27786.035,46562.035,17734.445,17057.715,26877.949,35327.648,36633.898,35248.199,19248.322
2061.531,22320.604,28302,46645.215,18235.652,17029.572,26938.35,35125,36957.266,34528.602,19286.965
2071.587,22222.584,28343.572,46711.805,18208.014,17271.619,26899.125,34860.234,36652.266,34402.715,19044.018
2081.644,22587.979,28841.41,47749.785,18376.361,17234.334,27001.801,35162.449,35768.133,34381.527,19255.125
2091.7,22112.271,28293.697,46728.48,17567.32,17296.928,26873.699,35257.066,36237.066,34503.215,19014.59
2101.756,22670,28007.678,46387.25,18045.652,16927.666,26983.824,35389.832,35923.633,34160.656,19557
2111.812,22230.541,27982,46903.91,17809.084,17243.357,26850.324,35136.965,36621.266,33406.586,19414.785
2121.869,21640.041,28230.072,47250.48,17780.334,17838.5,27167.176,35061.434,37763.602,33949.371,19150.822
2131.925,22076.916,27944.143,46052.18,18266.902,17041.691,27122.625,34757.867,36974.102,33945.23,19234.697
2141.981,22372.625,27602.982,47444.875,17590.348,16885.238,27290.926,34724,37387.934,33714.043,19768.785
2152.037,22839.5,28004.643,47949.48,17923.334,17471.309,27178.699,35009.234,37975.301,34427.484,19350.41
2162.094,21770.791,27338.232,47380.535,17752.584,17731.596,27032.574,34678.785,36941.668,33907.672,19253.643
2172.15,22855.375,28074.982,46012.02,17941.541,17401.762,27378.875,35187.816,37359.633,33934.328,19677.322
2182.206,22800.709,28288.322,46599.18,18238.695,17304.928,26496.6,34922.367,37084.301,33880.43,19351.143
2192.262,22026.709,27804.947,45925.805,17805.055,17224.166,27125.699,35750.535,37629.301,33639.586,19414
2202.319,22721.209,28280.035,46700.5,17686.777,17274.619,27289.926,35352.316,37338.602,33754.527,19547.928
2212.375,22052.229,28400.322,47084.77,17454.361,17679.119,26751.875,34942.832,36703,32258.514,19112.178
2222.431,21885.375,28050.035,46129.34,17836.236,17445.143,27896.75,35299.383,37589.801,32572.586,19414.803
2232.487,22408.812,28739.947,45878.91,17476.666,17292.785,26824.949,35081.934,36970,32265.9,19365.59
2242.544,21815.771,27777.75,47206.605,17875.598,18031.143,27266.625,34600.484,38096.699,32404.428,19295.268
2252.6,22325.791,28246.715,47028.055,18099.209,17202.047,27183.926,34844.684,38633.398,31616.957,19368.535
2262.656,22227.834,28259.553,46600.59,17416.084,17210.047,27265.6,34829.965,37519.234,31696.928,19275.643
2272.712,22576.438,27795.125,46996.965,17243.736,17251.453,27515.551,35144.766,37968.266,32052.172,19233.197
2282.769,22427.334,27838.947,47453.965,17776.723,17504.666,27144.85,34888.516,38514.801,31767.129,19615.982
2292.825,22153.709,27649.803,47652.16,17686.723,17566.096,27072.9,35166.016,37746.699,31947.514,19136.357
2302.881,21684.25,27929.785,47682.41,17640.902,17277.619,27146.975,35007.168,37976.801,32055.229,19854.232
2312.938,22435.209,27836.75,47787.625,17599.695,17862.666,27016.699,34597.602,37829.867,32023.115,19632.607
2322.994,22437.854,27804.947,46964.52,17653.223,17683.119,27485.926,34466.949,38533.066,31586.143,19419.268
2333.05,21926.875,28050.035,47466.785,17559.736,17302.953,28387.074,34804.449,37832.668,31239.428,19480.553
2343.106,21913.604,27618.107,46841.965,17699.723,17922.166,27264.475,35673.648,38434.367,31359.215,19666.697
2353.162,21994.854,27985.768,47028,17653.223,18417.477,27218.949,34823.484,38134.965,31437.285,19942.09
2363.219,22489.125,28317.09,47379,17217.209,17792.072,27767.525,35275.418,38256.332,31454.242,20013.16
2373.275,22360.25,27716.465,47426,17530.861,17944.404,27599.15,35257.066,37958.465,32285.801,19789.125
2383.331,22764.479,27908.643,46797.27,17117.791,17870.785,27376.75,36327.449,38187.066,31390.672,19134.893
2393.387,22890.709,27721.697,47630.195,17485.514,17713.404,28151.025,36160.734,38382,31263.572,19637.875
2403.444,22827.062,27325.357,47077.965,17147.277,17729.596,27857.65,36153.715,37993.699,31762.215,19236.285
2413.5,24089.229,26963.715,46027.965,17446.125,18064.404,27977.375,36647.316,39021.734,31613.4,19421.572
2423.556,23569.312,27223.91,46453.805,16791.264,17518.738,28220.85,36477.801,37948.465,31455.428,19305.822
2433.612,23513.771,27390.447,45960.645,17294.916,17636.715,28125.6,36490.484,37644.934,32144.742,19797.482
2443.669,23357.584,27302.59,46518.965,16886.584,17572.143,27436.125,37373.816,38982.133,31584.314,19276.303
2453.725,23913.562,27012.16,46606.715,17025.959,18150.143,28624.375,37836.266,38367.965,31735.629,19548.697
2463.781,24073.375,27139.982,46052.895,17196.055,18137.072,28004.75,37740.215,38302.898,32261.572,19951.803
2473.837,24512.875,26988.715,47515.23,17063.652,18231.785,28041.85,37334.301,38055.898,31934.143,19407.965
2483.894,24103.291,27331.357,46322.195,16787.166,18381.119,27577,37243.148,38212.5,32066.742,19826.303
2493.95,24543.688,26654.375,47183.125,16629.5,18236.904,27943.449,37630.785,37489.668,31287.844,19534.285
2504.006,24561.396,27018.965,46726.23,16586.527,18145.096,27383.199,38007.832,38644.766,32189.572,19920.09
2514.062,24425.479,27083.303,46789.715,16580.598,17716.477,28033.375,38514.066,37591.168,31727.186,19967
2524.119,24309.834,27138.518,46334.32,16515.902,18613.215,26903.4,37932.984,38561.301,32004.943,19738.535
2534.175,24968.188,25921.34,45564.23,16887.125,18526.404,28332.074,38232.332,38914.398,31696.871,19592.553
2544.231,25434.229,26602.857,46652.09,16610.611,18489.119,27996.301,38651.734,39837.934,32490.357,20134.197
2554.287,25298.334,27313.197,46498.52,16231.708,18481,27730.449,38554.398,39305.633,32886.188,20199.215
2564.344,25229.521,26542.375,47254.23,16414.111,18188.523,28254.775,37899.102,38723.734,32641.629,19866.357
