sec,D5_1,D5_2,D5_3,D5_4,D5_5,D5_6,D5_7,D5_8,D5_9,D5_10
2574.4,25259.479,26503.107,46152.02,16115.181,18059.285,28059.801,38259.852,38243.668,33344.828,19914
2584.456,25158.021,26618.697,46248.16,16379.361,18356.953,27906.25,37344.883,38079.898,32759.086,20088.785
2594.512,25433.396,26689.893,46617.965,16282.319,18179.404,28192.225,37977.465,38393.234,32507.9,20013.09
2604.569,25574.584,26155.053,47478.93,16692.959,17883.762,27788.775,38468.215,38530.367,32392.914,19827.035
2614.625,25672.5,26661.91,46971.34,16369.986,18324.738,28013.324,38235.867,37308.867,32563.557,20163.66
2624.681,25561.354,26375.16,47149.09,15504.5,18041.215,28892.375,38049.5,38321.367,32834.102,20451.857
2634.737,25677.854,26459.893,45714.09,15944.527,17731.453,28196.551,38299.434,38140.602,33392.602,19813.41
2644.794,25394.479,26132.303,45629.27,16187.014,17832.453,28132.926,38405.367,38304.301,33500.414,19984.393
2654.85,25321.291,26296.553,44795.695,15755.598,17723.453,28737.65,38023.316,38694.133,32624.656,20257.5
2664.906,25647.834,25975.768,44213.945,16131.056,17714.453,28608.449,37390.016,38177.367,33248.07,20499.535
2674.962,26705.188,26156.447,44669.34,15909.848,17708.357,28290.775,37788.266,38781.699,32817.812,20221.16
2685.019,26284.104,26636.143,44533.145,15575.652,17894,28388.125,37730.367,39186.965,33176,20311.16
2695.075,26700.666,25588.447,44512.73,15919.848,17568.143,27726.225,37937.316,38438.602,32129.586,20188.643
2705.131,26301.791,25816.91,44927.305,15936.902,17503.547,28294.975,37829.934,38463.965,32398.371,20186.375
2715.188,25978.771,26431.928,44167.02,16066.902,17584.334,28985.525,37611.801,37904.766,32041.928,20897.482
2725.244,26912.541,26384.322,43937.035,16032.194,17978.666,27587.574,37882.883,37787.633,31883.328,20844.482
2735.3,26683.021,26072.625,43126.055,16343.486,17638.762,28451.775,37024.984,38005,32790.5,20612.232
2745.356,26464.166,25816.16,42784.195,16392.291,17268.619,28287.625,37781.898,37023.566,32245.844,20156.178
2755.412,26464.229,26157.357,43620.82,16509.945,17409.834,29020.574,37708.484,37404.832,32291.814,21181.928
2765.469,26687.438,25788.875,43639.055,16108.777,17610.477,28465.449,36971.367,37243.867,31994.686,20487.465
2775.525,26150.875,25664.84,42840.965,15857.486,17954.523,28171.15,37613.082,37033.5,32348.785,20837
2785.581,27222.354,25710.303,43371.195,15746.875,17504.691,28523.775,37170.484,37797.332,31914.729,20628.197
2795.637,27425.312,26390.197,42650.23,15678.583,17748.762,28498.35,37313.734,37308.867,32288.801,20162.965
2805.694,27885.084,25860.803,41962.52,15652.736,17905.047,28120.275,36991.867,36862.602,31874.801,21017.018
2815.75,27366.979,26366.035,42394.555,16269.348,17408.785,28658.225,37519.934,37952.668,32177.457,21041.928
2825.806,27000.771,25857.768,43008.82,15702.152,17733.572,28577.75,37727.551,37788.934,31870,20516.197
2835.862,26691.938,25511.25,42582.145,15950.417,16977.119,28461.301,38432.816,37318.699,32064.857,20336.91
2845.919,27752.729,25530.928,42663.09,15790.958,17450.166,28744.074,37606.766,36694.535,31591.014,20538.16
2855.975,27178.188,25882.732,42523.16,16038.027,17126.285,29505.574,37073.648,37595.566,32478.129,20934.518
2866.031,26762.5,25840.428,42487.695,15983.958,17341.285,28549.15,37246.684,38269.102,31845.828,20785.518
2876.087,26816.271,24908.322,41420.25,15738.042,17590.334,27871.275,37797.484,36779.301,31860.314,21031.393
2886.144,26913.438,26168.625,41445.18,15898.098,16979.096,29103.15,37632.934,37783.266,32214.971,20721.947
2896.2,27299.084,25571.715,41504.91,15363.25,16820.809,28610.6,37235.367,36628.234,31860.928,20808.178
2906.256,27428.938,25913.66,41374.07,15799.833,17077.977,29054.426,38367.215,37116.898,31480.271,20373.25
2916.312,26302.729,25294.875,41704.695,15873.931,17123.404,28890.25,37592.699,37387.832,32035.844,21126.697
2926.369,26983.959,25775.303,41722.82,15708.625,17648.834,28469.725,37490.934,37149.266,32544.729,20686.465
2936.425,26668.041,25856.178,41598,15669.208,17250.428,28670.975,37099.184,36775.102,31932.928,21209.91
2946.481,25923.146,25206.393,40930.02,15559.152,17173.785,29321.176,36888.082,37699.965,32096.344,20800.66
2956.537,26605.396,25453.035,40699.25,15796.306,16927.762,28774.65,37186.75,37361.102,32073.357,20933.822
2966.594,26997.146,25431.875,41499.68,15529.764,17509.738,29309.551,37410.449,37339.832,32326.971,20838.447
2976.65,26722.771,25568.768,40732.57,15639.764,17448.143,29144.301,37824.285,37916.035,32083.6,21016.982
2986.706,26482.771,25897.107,40855.125,16109.875,17098.047,30162.15,37753.699,36639.566,32141.1,20892.197
2996.762,26122.646,25818.465,41173.555,16089.361,17400.715,29011,37844.785,36317.5,31700.529,21075.215
3006.819,26478.271,25662.59,41501.195,16018.125,17286.738,29385.824,37527.785,38249.367,31797.4,21469.41
3016.875,25843.771,25536.25,41107.055,15670.333,17786,29533.051,37665.434,37153.465,31635.172,20752.197
3026.931,26054.75,25561.928,40258.98,15722.708,17059.809,30756.324,36977.035,36423.5,31680.6,21243.893
3036.987,26795.125,25722.285,41095.66,15484.486,17860.691,30146.324,37005.984,37075.898,31779.871,21421.768
3047.044,26876.334,25482.465,40340.68,15613.833,17605.453,28994.025,36977.734,36755.234,31623.057,22140.375
3057.1,27085.5,25953.875,40386.84,15659.277,17429.953,30013.875,37354.035,35717.367,31689.043,22078.303
3067.156,25821.709,25044.572,40474.625,15505.652,17475.334,29346.676,37196.535,35161.035,31328.986,21461
3077.212,26585.104,25801.035,40299.055,15913.986,17703.238,29358.375,37330.035,35000.066,31139.615,21697.125
3087.269,26616,25321.41,40551,15491.473,17393.691,29783.025,37325.75,36066.133,30470.828,22265.25
3097.325,26394.479,25343.357,40808.18,15863.944,17579.309,30345.375,37217.75,35355.934,30554.971,21869.553
3107.381,27073.188,25387.965,40610.805,15338.5,17217.096,29945.051,38182.285,34600.301,30622.1,21458.803
3117.438,25831.438,24769.893,40805.98,15563.306,17496.596,29999.1,37816.516,34973.234,30487.814,21694.893
3127.494,25859.666,24556.572,40597.875,15651.486,17423.857,30226.824,37415.434,34645.602,30915.615,21964.875
3137.55,26050.209,24670.84,40265.785,15529.723,17347.285,30238.426,36832.266,33983.332,30786.1,22060.928
3147.606,26216.25,24590.732,40560.82,15706.319,17745.691,30683.176,36895.785,34048.234,30984.572,21992.09
3157.662,26593.896,24648.928,39835.395,15787.5,17547.047,29708.9,36992.516,34285.535,30476.301,21402.803
3167.719,25801.416,24289.59,40309.645,16074.069,17354.262,30208.699,36964.965,33336.535,30656.6,21636.572
3177.775,25256.854,24775.215,41004.945,15505.681,17272.619,29941.9,36446.133,33202.434,30822.443,22026.16
3187.831,25803.166,24735.143,40125.035,15255.583,17301.857,29945.025,36824.434,34446.535,30460.543,22048.125
3197.887,25661.959,25347.84,40631.18,15734.5,17154.666,30037.199,37293.234,34655.5,30539.172,22364.303
3207.944,26026.5,25168.59,39966.945,15262.598,16992.166,29929.199,37178.168,33775.766,30922.828,21887.678
3218,25964.688,24977.947,39263.445,15882.806,17081.928,29994.801,37414.051,33795.465,30683.258,22406.572
3228.056,26691,25094.428,39686.32,15457.361,17102.143,30206.6,37120.984,33347.934,31119.529,22272.732
3238.112,27214.354,24818.375,39278.625,15472.681,17357.381,29575.475,37272.102,34108.965,30873.242,21995.16
3248.169,26853.354,24735.928,39890.645,15885.083,17215.166,29995.926,36589.383,33589.332,30695.344,22265.965
3258.225,27344.125,24357.625,39202.965,15689.208,16786.453,30024.525,36218.016,34056.801,30513.229,22737.285
3268.281,27173.854,24269.893,39523.695,15822.194,16343.667,29566.975,36791.316,33516,30165.771,22547.393
3278.337,27237.334,25407.607,39213.52,15825.139,16603.834,29565.875,36416.383,33239.133,31016.699,22022.322
3288.394,27775.666,25365.303,39622.82,15559.792,16347.571,30583.6,36838.617,34326.398,29871.029,22214.518
3298.45,27247.125,24931.75,39691.625,15779.194,16928.619,30328.375,36578.766,33586.566,30613.029,22946
3308.506,27801.312,25089.125,39685.605,15826.917,16868.191,31332.449,36384.699,33433.965,30091.986,22310.535
3318.562,27936.291,24924.232,39843.695,15803.875,16605.928,30556.176,36054.184,33494.801,30332.215,21794.607
3328.619,27563.916,25173.875,39037.98,15991.667,16761.285,31135.449,36338.668,33980.5,29915.229,22330.178
3338.675,27770.396,24818.357,39144.695,16066.361,16410.309,31507.25,37560.898,34022.898,30277.143,22494.428
3348.731,27931.021,24902.25,39309.59,16019.889,16804.643,30748.85,37155.566,33859.066,29748.215,22403.572
3358.787,27745.666,24474.107,39286.875,15775.652,16840.953,31033.801,36419.199,33299.801,29911.029,22435.357
3368.844,27788.062,24912.09,39237.75,16294.652,17019.5,30442.824,35947.535,33153.066,30461.086,22648.785
3378.9,28798.521,24983.215,39619.035,16045.111,16632.143,30505.275,36558.285,32506.301,30318.914,22989.143
3388.956,27745.584,24228.197,39280.93,15906.889,16922.572,30799.725,35747.051,32753.4,30712.885,22561.715
3399.012,27711.334,24293.25,40139.48,16057.569,17113.285,30385.625,36313.316,32783.035,30445.943,22475.572
3409.069,27765.938,23968.697,40269.57,16084.042,17043.643,30531.75,36216.582,32777.398,30841.844,23294
3419.125,27600.959,24278.928,40406.5,15974,17000.262,31278.4,36752.449,32784.5,30927.057,22887.768
3429.181,27356.459,23717.66,41559.445,16105.764,17084.953,31370.551,36208.766,33251.801,30778.828,21945.215
3439.237,27568.229,24854.572,42083.645,15876.333,16921.666,30720.324,35581.785,32701.133,30430.285,22752.375
3449.294,27676.021,24534.66,42326.41,15888.125,16731,30872.824,36496.801,33191.102,30822.486,22678.197
3459.35,27073.146,24235.822,42915.035,15798.042,17425.928,31869.4,35939.102,33202.5,31268.428,22694.91
3469.406,27803.125,24412.857,43079.215,16877.75,16982.143,30766.801,37012.984,32665.834,30689.285,22625.965
3479.462,26715.771,23196.393,43381.77,15845.181,17755.834,30596.35,35439.184,33055.734,31312.1,21309.857
3489.519,27323.791,23806.822,43644.25,16027.527,16560.477,30151.525,35406,34080.766,30559.215,22406.66
3499.575,26654.854,23895.428,45042.27,15863.333,16876.238,30410.025,36138.867,33960.766,30933.801,22003.447
3509.631,26806.688,24165.447,45869.895,15885.139,16200.429,30700.125,36095.852,33477.699,30859.9,21892.215
3519.687,26045,24163.232,46717.93,15816.306,17129.404,30721.324,36743.965,33499.066,30444.785,22446.75
3529.744,26096.084,24535.393,46341.18,15515.042,17177.881,30200.324,36345.117,32819.699,31083.242,22423.303
3539.8,25405.916,24240.393,46746.605,15640.348,17045.666,29642.199,36203.148,33273.035,31978.314,21838.5
3549.856,24739.646,24323.625,46059.73,15778.069,16932.691,30239.525,35904.5,33232.133,31722.943,21929.268
3559.912,24413.084,24231.268,48347.43,15752.152,17328.119,29652.775,35612.184,31989.4,32008.586,21936.947
3569.969,23983.25,24650.393,48739.23,15223.223,16856.072,29538.324,36097.984,32879.133,32171.328,21402.035
3580.025,24091.854,24373.518,49814.965,15489.152,17234.334,30041.35,35497.102,31728.232,32010.4,22227.357
3590.081,24189.791,24772.143,50400.48,15372.625,17400.643,29961.975,36114.234,32535.967,32336.029,21999.697
3600.137,24084.729,24716.947,50821,15136.764,17261.5,29564.75,35889,31746.566,32821.371,21584.303
3610.194,24173.896,25008.197,50466.27,15404.444,17483.404,29660.125,36312.551,32294.434,33382.973,21578.303
3620.25,24395.5,24696.428,49742.375,15310.889,17100.215,29683.426,35903.082,32177.166,32947.258,21601.697
