sec,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9,D4_10
2544.231,23532.613,23222.588,27260.334,26967.75,18640.898,41039.43,23296.238,25492.666,34875.977,35313.172
2554.287,23053.801,23282.662,28020.133,26680.729,18542.139,40014.383,22418.023,25820.859,34986.645,35219.547
2564.344,23660.188,23371.875,27765.268,26428.084,18423.908,40788.793,22678.334,25998.363,35203.523,34909.234
2574.4,23238,23568.088,28525.066,26637.771,18619.213,40422.668,23308.191,25610.07,35086.809,34912.031
2584.456,23585.238,23851.887,27678.334,26576.812,18456.916,40291.176,23386.666,25497.223,35288.453,34846.266
2594.512,22893.65,23790.588,28525.133,26878.084,18729.445,40511.285,23193.857,25282.809,34385.582,34565.219
2604.569,23211.688,23362.225,28317.6,26859.979,18251.805,39885.824,23790.904,25542.152,34571.395,34894.906
2614.625,23375.25,23033.25,27666.166,26992.5,18095.047,40005.699,23317,25483.879,34438.488,34929.219
2624.681,23703.176,23893.025,28235.199,26111.459,18239.111,40168.383,23563.285,25282.799,34733.25,34926.312
2634.737,23537.213,23806.037,28441.199,27172.666,18689.926,40968.922,22870.191,24933.303,33513.395,34525.156
2644.794,23173.426,23513.188,28657.768,27035.396,18506.527,40607.922,22995.5,25206.102,34506.012,34666.062
2654.85,23660.199,23459.949,28319.1,26961.979,18394.203,39603.207,23411.738,25007.283,34470.117,33759.969
2664.906,22980.551,22963.375,27960.666,26828.459,18374.732,39327.969,23348.572,26080.172,34485.332,34013.203
2674.962,23351.824,23026.949,27907.268,26818,18509.537,38821.602,23178.572,25503.262,34218.906,34408.594
2685.019,23531.5,23355.863,28029.232,26476.666,18698.055,39282.16,23273.357,25524.555,33985.227,35133.734
2695.075,22883.312,22504.025,27425.199,26814.166,18252.639,38454.762,23354.072,25415.92,34149.203,34933.469
2705.131,23232.85,22627.051,27521.268,26224.938,18504.834,38568.871,23467.357,25714.121,33630.523,34892.031
2715.188,23030.949,22673.375,27251.367,26758.916,18351.436,38491.809,22808.047,25568.939,34239.68,34347.844
2725.244,22941.713,22915.963,27631.066,26984.854,18341.26,38937.047,23334.404,25345.646,33645.738,34643.156
2735.3,23183.025,22464.562,28172.5,26884.709,18534.908,38428.617,22792.762,25605.908,33800.023,34319.922
2745.356,23500.6,22596.662,27441.934,26754.125,18571.768,38497.637,23063.096,25774.678,33536.262,34790.484
2755.412,22961.688,22351.312,27251.166,27044.979,18339.537,37534.363,23182.953,25443.201,33821.762,34654.594
2765.469,22876.426,23112.699,27615.801,26821.791,18299.277,37350.57,22975.881,25846.354,33110.691,34929.188
2775.525,23096.15,22985.162,27020.867,26401.354,17985.676,37461.715,23595.809,25948.92,33626.168,34836.25
2785.581,22612.088,22774.074,27033.1,27548.396,18098.861,36933.57,23168.738,25298.516,33013.762,33934.547
2795.637,22748.875,22835.812,26508.334,26109.562,18237.047,37394.84,22765.619,25662.748,33325.418,34773.312
2805.694,22343.312,22156.824,27204.066,25984.709,18203.537,37328.793,23013.977,25157.08,32840,34567.359
2815.75,22637.938,22664.812,26471.732,26148.666,18454,36916.145,23043.477,25194.506,32818.691,34179.047
2825.806,22569.262,22207.125,26697.533,26308.896,18186.555,37350.539,22171.762,25454.303,32609.465,33702.125
2835.862,23179.699,22453.15,26566.367,25556.562,18357.352,37402.16,22829.834,25960.494,33288.895,34515.859
2845.919,23073.812,22339.926,26810.301,26285.021,18253.084,37179.145,22643.547,25630.92,33778.145,34463.703
2855.975,22893.012,21952.574,27435.867,25928.416,18472.203,37332.363,22967.262,24924.98,32733.215,34482.969
2866.031,23021.188,22138,27692.133,26261.166,18247.564,36980.129,21894.928,25660.475,33401.703,34046.078
2876.087,22459.426,22987.988,27101.768,25866.416,18488.232,38054.461,23097.953,25378.494,33261.656,35113.672
2886.144,22849.551,22954.85,27222.232,26249.75,18406.926,37394.191,22074.785,25473.273,32937.465,35288.875
2896.2,23004.025,23108.725,28772.232,25939.854,18241.658,37542.43,22585.809,25515.262,33477.844,34510.141
2906.256,22894.25,22742.051,27675.334,26561.562,18232.777,37421.777,22516.072,25507.404,32911.867,33629.875
2916.312,23067.537,22836.449,27420.533,26259.271,17821.324,37230.031,21582.238,25365.07,33187.023,32829.734
2926.369,23160.199,23081.238,28566.268,25818.834,17988.268,36534.809,22942.072,25629.031,33901.25,33918.094
2936.425,22901.625,22702.613,27541.1,26426.166,18056.047,37310.57,22617.428,25398.373,32997.43,34116.906
2946.481,22931.375,22520.662,26810.434,25780.666,18085.305,36335.73,22810.309,25286.465,33844.645,33575.516
2956.537,22927.949,22520.625,29068.066,26161.021,18072.584,36502.777,22482.285,25334.092,32890.133,34555.922
2966.594,22641.375,23285.475,26682.199,26081.916,17973.879,36348.078,22764.547,25496.354,33008.309,33892.406
2976.65,23201.988,22719.725,26958.334,26024.791,17841.148,35827.238,21874.238,25024.385,33295.453,34260.547
2986.706,23033.85,22307.824,27237.5,26496.688,18217.5,35862.855,22253.428,25483.434,33285.645,34116.094
2996.762,23005.812,22497.812,27338.268,26275.521,18157.777,35116.793,22723.143,25520.414,32775.668,34033.969
3006.819,22756.35,22516.65,28091.834,25760.666,17904.297,35246.762,22626.096,25423.809,32599.203,34593.141
3016.875,23147.562,23170.5,27365.666,26238.396,18115.361,35844.73,22468.143,25371.555,32683.023,34921.359
3026.931,23179.137,22783.787,27046.867,25980.834,17989.973,35948.555,22637.977,25270.312,32581.143,34886.266
3036.987,22599.037,22423.938,27829.434,26462.312,17944.223,36682.984,22443.119,25642.404,33503.012,35125.844
3047.044,23080.088,23096.699,27534.934,26367.916,18225.084,35963.855,22445.143,25363.273,32735.416,33944.531
3057.1,23473.699,22754.037,26990.434,26181.084,18198.842,36561.699,22797.191,25702.08,32942.441,34393.594
3067.156,23193.363,22767.15,27480.133,26091.584,18300.527,36457.047,22347.119,25147.373,32386.607,34649.609
3077.212,23087.562,22962.812,27379.434,26312.666,18078.51,36412,22414.785,25772.787,32910.262,34978.547
3087.269,23044.662,22830.125,26497.666,25971.334,18347.592,36744.746,22861.428,25037.768,32320.703,35195.922
3097.325,23105.338,22887.875,27400.801,26034.188,18308.584,36787.668,22110.762,25421.02,32183.512,34636.719
3107.381,23149.375,22683.725,27609.768,26289.834,18497.564,36485.363,22995.453,25180.627,32238.5,34749.688
3117.438,22970.301,22484.051,26749.367,26538.625,18173.436,37583.762,22416.881,24892.162,31753.535,34224.859
3127.494,23232.275,22830.75,27240.5,26491.916,18149.26,36879.16,22453.977,25531.99,31751.965,34642.422
3137.55,22609.301,22288.438,27165.867,26327.916,18272.232,37237.254,23031.428,25297.596,31551.488,34584.578
3147.606,23248.262,23110.488,26860.801,26925.812,17909.436,37814.762,22487.785,25089.555,31351.012,34989.266
3157.662,23251.775,22667.637,26853.033,26890.438,18436.203,37145.715,22583.643,24885.232,30867.738,35529.844
3167.719,22841.588,23073.812,27272.6,27209.916,18333.564,37129.777,23428.072,24441.455,31252.334,35205.312
3177.775,23218.537,23002.938,26589.033,26138.229,18198.416,37073.094,22962.785,24525.576,31352.584,34994.359
3187.831,23271.762,23353.613,26807.334,26330.854,17889.898,37317.176,23488.023,25087.283,30652.988,35721.531
3197.887,23147.625,22602.4,26102.467,25801.604,18025.963,36778.938,22895.262,25122.828,31103.107,35001.453
3207.944,22346.188,23215.725,26764.566,25879.834,17942.084,36629.969,22843.023,25109.898,31496.953,34595.25
3218,23111.551,23493.725,27062.1,26596.812,17943.297,37447.176,23324.5,24620.322,30380.666,35002.109
3228.056,22717.449,23248.338,27470.934,26569.166,17981.445,36346.668,23115.357,24660.07,30753.869,35504.891
3238.112,22517.238,22140.812,27242.133,26831.291,18340.398,37440.699,23429.143,24952.727,30762.535,35222.422
3248.169,22726.074,22204.875,27310.732,26248.834,17809.463,37981.094,22912.666,25292,31000.535,35439.062
3258.225,22743.75,22398.199,27490.732,26754.125,17989.074,38395.176,22808.119,25195.908,30591.477,34764
3268.281,22871.926,22284.4,27365.768,26876.146,18190.787,37944.809,22743.834,25602.738,31057.797,35067.156
3278.337,22757.5,23688.225,27811.1,26641.584,18203.084,37620.078,23413.881,25422.373,30635.084,34892.75
3288.394,22551.562,22672.838,27063.633,26387.104,18134,38138.809,23216.715,25819.939,30283.643,34487.266
3298.45,22724.287,22926.85,28139.1,26265.896,17917.5,38093.016,23990.357,25470.959,30300,35160.219
3308.506,22247.225,22828.988,27402.301,26342.209,17841.584,38251.316,23797.404,25079.322,30443.846,34791.203
3318.562,22374.75,22934.301,26953.768,26205.021,17583.166,38155.43,23304.953,25405.363,31282.309,35479.812
3328.619,22360.988,23093.863,28151.301,26521.438,17759.908,39058.414,22872.428,25119.586,30111.512,35542
3338.675,22792.375,23687.676,28525.066,26165.875,17835.268,39134.699,24104.762,25278.646,30614.369,34698.875
3348.731,23129.324,23174.551,28096.467,25693.938,18078.527,38743.809,22800.477,25259.666,30868.809,35645.641
3358.787,22578.375,23269.449,27747.033,26058.188,17671.297,39027.16,23244,25669.727,30526.631,34957.125
3368.844,22902.225,23107.012,28383.268,26327.916,17854.305,39248.762,23156.881,25371.07,30609.428,35529.891
3378.9,22544.088,23670.5,28247.367,25781.604,17718.297,39134.684,23100.072,25390.484,30315.797,35364.016
3388.956,22100.162,23802.613,28340.467,26124.916,17701.814,38815.031,23067.357,25935.99,30584.941,35113.703
3399.012,22773.525,23753.463,29269.5,25833.979,18082.342,39430.348,23681.953,25436.252,30171.428,35862.391
3409.069,22494.324,23085.238,27820.301,26200.104,17971.324,40018.094,22280.691,25419.182,30012.857,35212.422
3419.125,22878.15,23671.088,29477.066,26420.459,17995.5,39540.699,23619.762,25769.092,30144.166,35688.672
3429.181,22943.963,23739.113,28622.666,25411.666,18096.75,39301.078,22755.857,25242.131,29894.107,35358.281
3439.237,22469.725,23789.463,28636.5,25563.312,17781,39476.109,23847.762,25481.98,29903.857,36061.188
3449.294,22464.051,23684.262,28457.867,25663.334,17822.129,38875.43,23510.928,25815.312,29629.334,35386.125
3459.35,22637.912,23609.262,29414.4,25795.959,17864.963,39320.617,23322.381,25277.678,29495.273,35558.469
3469.406,22986.324,23965.662,28567.801,25912.291,17547.121,39446.363,22954.191,25561.08,29614.035,35364.625
3479.462,22327.824,24357.488,28274.967,25939.834,17911.527,38661.777,23049.977,25212.98,29658.738,35963.891
3489.519,22471.475,24900.975,28634.867,25681.541,17308.547,39772.508,22958.523,25341.445,29548.631,36096.219
3499.575,22348.449,24620.113,29298.5,26010.438,17798.852,39875.699,22667.547,25626.727,29104.131,35763.641
3509.631,22350.725,24336.975,29382.334,25117.938,17617.49,40410.27,22548.666,25346.555,29757.369,35352.516
3519.687,22183.137,24502.312,29362.566,26201.188,17829.342,40045.652,23218.953,25086.799,29404.273,35499.125
3529.744,22476.588,24288.887,29107.699,25987.604,17447.945,40412.508,22142.334,25488.506,29460.977,35652.141
3539.8,22057.838,23915.375,29304.6,26184,17707.314,40028.191,22910.5,24933.809,29899.035,35620.031
3549.856,22107.574,24923.926,28976.633,25744.438,17856.092,39460.207,22410.357,25323.93,29432.607,35271.719
3559.912,22134.512,23558.35,28656.166,25926.541,17904.787,39635.922,22636.977,25091.969,29127.477,34682.5
3569.969,22342.713,24264.312,28673.033,26129.666,17857.297,40262.84,23984.928,24957.363,29032.215,34808.391
3580.025,22585.775,24333.463,29100.166,26016.104,18003.037,39904.73,22484.357,25304.959,29530.143,34566.672
3590.081,22437.074,24880.387,28640.967,26399.438,17678.037,39747.16,22988.953,25172.799,29102.988,35281
3600.137,22223.213,24432.5,28238.301,26086.75,17532.76,39205.953,23125.215,24814.484,29410.334,35913.859
3610.194,22433.162,24770.025,29461.768,25732,17663.648,39925.109,23388.904,24835.303,29464.285,35354.656
3620.25,22286.037,24800.926,28616.6,25436.479,17767.037,39603.191,23591.547,25397.434,29228.393,34849.109
